model_name,model_type,evaluation_type,is_primary,calibration_method,test_universe,test_period,support,weighted_support,positives,observed_prevalence,mean_calibrated_predicted_probability,average_precision,roc_auc,max_f1,precision_at_max_f1,recall_at_max_f1,threshold_at_max_f1,predicted_positive_grid_cells_at_max_f1,weighted_brier_score,weighted_brier_score_error,weighted_logloss,weighted_logloss_error,reliability_ece,reliability_mce,reliability_rmse,calibration_intercept,calibration_slope,expected_observed_count_ratio,expected_observed_count_ratio_error,expected_fire_positive_grid_cells,observed_fire_positive_grid_cells,daily_expected_observed_count_mae,observed_prevalence_error,mean_calibrated_predicted_probability_error,average_precision_error,roc_auc_error,max_f1_error
Random Forest,random_forest,primary_full_grid_calibrated,True,prior_offset_month,land_or_burnable,2022-05-01 to 2022-05-31,3587444,3587444.0,357.0,9.951374850729378e-05,3.0396793889560883e-05,0.0003435997360521789,0.8453711122397523,0.0010095911155981827,0.0005081874647092038,0.07563025210084033,0.00027375764142785014,53130.0,9.950065437292292e-05,1.6413202011048324e-09,0.0009924788441299697,8.1916241284969e-06,7.098734375483372e-05,0.00030866879779372036,0.00012790813655664168,-0.06952382460607728,0.8725664618163254,0.3054532096872349,0.00393179003393973,109.04679585834285,357.0,9.061652140852848,0.0,3.9317900339397235e-07,0.00012180634463834855,0.008185579550189313,0.00041873707969658426
