model_name,model_type,calibration_method,raw_mean_predicted_probability,calibrated_mean_predicted_probability,raw_expected_fire_positive_grid_cells,calibrated_expected_fire_positive_grid_cells,observed_fire_positive_grid_cells,raw_expected_observed_count_ratio,calibrated_expected_observed_count_ratio,eo_ratio_reduction_factor,raw_expected_observed_count_ratio_error,calibrated_expected_observed_count_ratio_error
Random Forest,random_forest,prior_offset_month,0.19470954975898516,3.0396793889560883e-05,698509.6060255727,109.04679585834285,357.0,1956.609540687879,0.3054532096872349,6405.594960653141,9.71153376887106,0.0038703147975629416
