Model,model,model_name,model_type,Feature set,feature_set,Region,region,region_display,split,evaluation_type,is_primary,calibration_method,test_universe,test_period,support,weighted_support,positives,observed_prevalence,mean_calibrated_predicted_probability,PR-AUC,average_precision,ROC-AUC,roc_auc,weighted_brier_score,Brier,weighted_logloss,reliability_ece,reliability_mce,reliability_rmse,daily_expected_observed_count_mae,max_f1,precision_at_max_f1,recall_at_max_f1,threshold_at_max_f1,predicted_positive_grid_cells_at_max_f1,calibration_intercept,calibration_slope,expected_fire_positive_grid_cells,observed_fire_positive_grid_cells,expected_observed_count_ratio,observed_prevalence_error,average_precision_error,roc_auc_error,max_f1_error,weighted_brier_score_error,weighted_logloss_error,expected_observed_count_ratio_error,mean_calibrated_predicted_probability_error,period
Random Forest,Random Forest,Random Forest,random_forest,full features,full features,Global,global,Global,test_2022,primary_full_grid_calibrated,True,prior_offset_month,land_or_burnable,2022,3587444,3587444.0,357.0,9.951374850729378e-05,3.0396793889560883e-05,0.0003435997360521789,0.0003435997360521789,0.8453711122397523,0.8453711122397523,9.950065437292292e-05,9.950065437292292e-05,0.0009924788441299697,7.098734375483372e-05,0.00030866879779372036,0.00012790813655664168,9.061652140852848,0.0010095911155981827,0.0005081874647092038,0.07563025210084033,0.00027375764142785014,53130.0,-0.06952382460607728,0.8725664618163254,109.04679585834285,357.0,0.3054532096872349,0.0,0.0036181072265371412,0.03809918775520071,0.012840731431974962,2.4579331548636946e-08,5.855885451537542e-05,0.0032077776324540923,3.207777632454089e-07,2022
