selection_rank,selection_metric,selection_direction,selection_target,Model,model,model_name,model_type,Feature set,feature_set,Region,region,region_display,split,evaluation_type,is_primary,calibration_method,test_universe,test_period,support,weighted_support,positives,observed_prevalence,mean_calibrated_predicted_probability,PR-AUC,average_precision,ROC-AUC,roc_auc,weighted_brier_score,Brier,weighted_logloss,reliability_ece,reliability_mce,reliability_rmse,daily_expected_observed_count_mae,max_f1,precision_at_max_f1,recall_at_max_f1,threshold_at_max_f1,predicted_positive_grid_cells_at_max_f1,calibration_intercept,calibration_slope,expected_fire_positive_grid_cells,observed_fire_positive_grid_cells,expected_observed_count_ratio,observed_prevalence_error,average_precision_error,roc_auc_error,max_f1_error,weighted_brier_score_error,weighted_logloss_error,expected_observed_count_ratio_error,mean_calibrated_predicted_probability_error,selection_metric_value
1,average_precision,max,primary_full_grid_calibrated:global:test,Random Forest,Random Forest,Random Forest,random_forest,full features,full features,Global,global,Global,test,primary_full_grid_calibrated,True,prior_offset_month,land_or_burnable,2022-05-01 to 2022-05-31,3587444,3587444.0,357.0,9.951374850729378e-05,3.0396793889560883e-05,0.0003435997360521,0.0003435997360521,0.8453711122397523,0.8453711122397523,9.950065437292292e-05,9.950065437292292e-05,0.0009924788441299,7.098734375483372e-05,0.0003086687977937,0.0001279081365566,9.061652140852848,0.0010095911155981,0.0005081874647092,0.0756302521008403,0.0002737576414278,53130.0,-0.0695238246060772,0.8725664618163254,109.04679585834285,357.0,0.3054532096872349,0.0,0.0001218063446383,0.0081855795501893,0.0004187370796965,1.6413202011048322e-09,8.1916241284969e-06,0.0039317900339397,3.9317900339397245e-07,0.0003435997360521
