model,feature_set,region_display,period,support,positives,positive_rate,precision,recall,f1,f1_error,average_precision,average_precision_error,roc_auc,brier_score,threshold
CatBoost,all features,Central Asia,2021,10197,903,0.08855545748749633,0.17363896848137536,0.6710963455149501,0.27589346687912586,0.006196976915192281,0.2057136311987202,0.011267742399519031,0.7680995324148446,0.169651442718587,0.4920829446562272
CatBoost,all features,Central Asia,2021-2023,29340,2012,0.06857532379004772,0.15593342981186686,0.6426441351888668,0.2509704968944099,0.000992754652150165,0.1792498449743032,0.006896064768342445,0.7861623711332706,0.15447231846993525,0.4920829446562272
CatBoost,all features,Central Asia,2021-2025,45961,2503,0.05445921542177063,0.1343710860619073,0.600079904115062,0.2195745925005482,0.002939219676848661,0.15673435638012506,0.000332972651043077,0.7897245841692071,0.14616752925301987,0.4920829446562272
CatBoost,all features,Central Asia,2022,9862,698,0.07077671871831272,0.15866666666666668,0.5114613180515759,0.24219810040705564,0.015597034701530446,0.17143645048304942,0.018295589205205236,0.767395135943689,0.14603804452453298,0.4920829446562272
CatBoost,all features,Central Asia,2023,9281,411,0.044284021118413966,0.12931034482758622,0.8029197080291971,0.22274721565980427,0.0017061148401272103,0.1538442477870802,0.009275292871067585,0.8354910206085744,0.14675733944677555,0.4920829446562272
CatBoost,all features,Central Asia,2024,9003,187,0.020770854159724537,0.05993930197268589,0.42245989304812837,0.10498338870431893,0.012853799689821567,0.08589636840555895,0.008462097927686704,0.7879396478934753,0.12199758996256732,0.4920829446562272
CatBoost,all features,Central Asia,2025,7618,304,0.039905487004463114,0.08290816326530612,0.4276315789473684,0.1388888888888889,0.0008872896353423732,0.08285661358255467,0.002885099334428085,0.7261094890117006,0.14274661140156897,0.4920829446562272
CatBoost,all features,Eastern Siberia,2021,44639,19789,0.4433119021483456,0.5833057104113304,0.978169690231947,0.7308113414127685,0.000805919923666427,0.7214348812099487,0.0010711574085830113,0.8014260722249511,0.201773365885387,0.4920829446562272
CatBoost,all features,Eastern Siberia,2021-2023,82438,22636,0.2745821101919018,0.47091284847418874,0.946236084113801,0.6288608338226659,0.002028394378345299,0.6706191195797011,0.0024539614637184835,0.8633809856085192,0.18691980110603176,0.4920829446562272
CatBoost,all features,Eastern Siberia,2021-2025,128260,31267,0.24377826290347732,0.43778106373572767,0.9184763488662168,0.5929428282369459,0.0013170202350700204,0.6302041747524663,0.0016470548257556238,0.8549782337727195,0.18610827615782555,0.4920829446562272
CatBoost,all features,Eastern Siberia,2022,18946,1456,0.07684999472184102,0.17444101773323054,0.6215659340659341,0.2724262492474413,0.010422147965353415,0.22425660948293474,0.004984649634407018,0.8014568175535157,0.15734187216657625,0.4920829446562272
CatBoost,all features,Eastern Siberia,2023,18853,1391,0.07378136105659577,0.16270566727605118,0.8317757009345794,0.27217125382262997,0.0023896759758783638,0.3260535506094973,0.0037188400611114143,0.8199918714322756,0.18147425734648617,0.4920829446562272
CatBoost,all features,Eastern Siberia,2024,26660,6189,0.23214553638409602,0.3724354850239474,0.8418161253837454,0.5164040043611855,0.0013958383933730797,0.4783162209157108,0.0027070885800716876,0.7759368661525675,0.20151197385784828,0.4920829446562272
CatBoost,all features,Eastern Siberia,2025,19162,2442,0.12743972445464982,0.34100555011426703,0.8554463554463555,0.4876283846872082,0.0032378923391597043,0.5351379700958673,0.0012777232696251249,0.8746555983996175,0.1611858737800555,0.4920829446562272
CatBoost,all features,Europe,2021,11926,847,0.07102129800436022,0.3008356545961003,0.3825265643447462,0.3367983367983368,0.010281125767476066,0.2642483106035508,0.0017405755040546646,0.8596956834531606,0.09165718306192562,0.4920829446562272
CatBoost,all features,Europe,2021-2023,32712,1723,0.052671802396674,0.23759280969128566,0.3528728961114335,0.28397944885567494,0.013229531367940953,0.208970251855453,6.835651715402428e-05,0.8601312239920679,0.08172035465225207,0.4920829446562272
CatBoost,all features,Europe,2021-2025,52062,2848,0.05470400676116938,0.22818944029005211,0.3535814606741573,0.2773722627737226,0.002112029409610323,0.20493888954481776,0.0021147151063970857,0.8420446276420386,0.0844342892116714,0.4920829446562272
CatBoost,all features,Europe,2022,10330,382,0.036979670861568247,0.15855354659248957,0.29842931937172773,0.20708446866485014,0.029657167123177872,0.15283663828008123,0.02478026023681261,0.8578437719071107,0.07495452020796645,0.4920829446562272
CatBoost,all features,Europe,2023,10456,494,0.04724560061208875,0.22280471821756226,0.3441295546558704,0.27048528241845665,0.0020596520952877646,0.1898181375148025,0.011469159712964125,0.8551243713967327,0.07707081890203239,0.4920829446562272
CatBoost,all features,Europe,2024,10472,493,0.04707792207792208,0.17659574468085107,0.3367139959432049,0.2316817864619679,0.003350593242009848,0.17105911448338812,0.0037560758487391903,0.8092946506121272,0.08359621565696185,0.4920829446562272
CatBoost,all features,Europe,2025,8878,632,0.07118720432529849,0.2549234135667396,0.3686708860759494,0.3014230271668823,0.0074692207322378254,0.23419692575444856,0.01619405565971892,0.8141360061034579,0.0954226349621382,0.4920829446562272
CatBoost,all features,Far East,2021,2141,270,0.12610929472209248,0.3344103392568659,0.7666666666666667,0.46569178852643417,0.024322386397368036,0.4292843739908073,0.05383706638897778,0.8436239285784983,0.14993392981915613,0.4920829446562272
CatBoost,all features,Far East,2021-2023,6484,795,0.12260950030845158,0.3265421618562535,0.7257861635220125,0.45042935206869633,0.007862174531228632,0.3653166566982729,0.005738093259950799,0.8293859605483825,0.14925182439977022,0.4920829446562272
