group,raw_group,feature_count,sample_rows,trials,baseline_pr_auc,permuted_pr_auc,pr_auc_drop,pr_auc_drop_error,baseline_f1,permuted_f1,f1_drop,f1_drop_error,baseline_roc_auc,permuted_roc_auc,roc_auc_drop,roc_auc_drop_error
90-day climate window,90-day climate window,36,10000,1,0.576976647484417,0.5286828373656095,0.04829381011880751,,0.5356993736951984,0.522181146025878,0.013518227669320426,,0.8771977443131683,0.8576631338368667,0.019534610476301673,
30-day climate window,30-day climate window,30,10000,1,0.576976647484417,0.5447454632074278,0.03223118427698923,,0.5356993736951984,0.5363431151241534,-0.0006437414289550691,,0.8771977443131683,0.8630813765369679,0.0141163677762004,
120-day climate window,120-day climate window,30,10000,1,0.576976647484417,0.5566501544351752,0.020326493049241834,,0.5356993736951984,0.5269799825935596,0.008719391101638774,,0.8771977443131683,0.8696512622528837,0.007546482060284632,
7-day climate window,7-day climate window,30,10000,1,0.576976647484417,0.5646920362715154,0.012284611212901586,,0.5356993736951984,0.5333043099695255,0.0023950637256728857,,0.8771977443131683,0.8714851502457095,0.005712594067458832,
14-day climate window,14-day climate window,30,10000,1,0.576976647484417,0.5669640457507064,0.010012601733710658,,0.5356993736951984,0.5359533578060894,-0.000253984110891059,,0.8771977443131683,0.873970230258063,0.0032275140551053516,
21-day climate window,21-day climate window,6,10000,1,0.576976647484417,0.5769332224731811,4.3425011235886934e-05,,0.5356993736951984,0.5359531772575251,-0.0002538035623267376,,0.8771977443131683,0.877142500718435,5.524359473330076e-05,
