group,raw_group,feature_count,sample_rows,trials,baseline_pr_auc,permuted_pr_auc,pr_auc_drop,pr_auc_drop_error,baseline_f1,permuted_f1,f1_drop,f1_drop_error,baseline_roc_auc,permuted_roc_auc,roc_auc_drop,roc_auc_drop_error
Weather / meteorology history,Weather / meteorology history,162,10000,1,0.576976647484417,0.40650343910990805,0.17047320837450897,,0.5356993736951984,0.41590214067278286,0.11979723302241552,,0.8771977443131683,0.7768199409978473,0.10037780331532098,
Historical fire/proximity/density,Historical fire/proximity/density,6,10000,1,0.576976647484417,0.4741879204386923,0.10278872704572473,,0.5356993736951984,0.5048463600742421,0.03085301362095627,,0.8771977443131683,0.8499037281644037,0.027294016148764588,
Anthropogenic,Anthropogenic,21,10000,1,0.576976647484417,0.5300187862672465,0.04695786121717049,,0.5356993736951984,0.5196668209162425,0.016032552778955877,,0.8771977443131683,0.8520257569330904,0.025171987380077976,
Fire-weather / FWI,Fire-weather / FWI,40,10000,1,0.576976647484417,0.5522479710973099,0.024728676387107074,,0.5356993736951984,0.5350980855589695,0.0006012881362288391,,0.8771977443131683,0.8636161774714092,0.013581566841759152,
Vegetation/fuel/ecoregion,Vegetation/fuel/ecoregion,6,10000,1,0.576976647484417,0.5680763688151509,0.008900278669266126,,0.5356993736951984,0.5294484911550468,0.006250882540151603,,0.8771977443131683,0.8738797166375459,0.0033180276756223925,
Seasonality,Seasonality,7,10000,1,0.576976647484417,0.5747870110944315,0.002189636389985483,,0.5356993736951984,0.5381679389312977,-0.002468565236099285,,0.8771977443131683,0.8756685970105127,0.0015291473026556313,
Terrain/topography,Terrain/topography,25,10000,1,0.576976647484417,0.576976647484417,0.0,,0.5356993736951984,0.5356993736951984,0.0,,0.8771977443131683,0.8771977443131683,0.0,
Other,Other,1,10000,1,0.576976647484417,0.576976647484417,0.0,,0.5356993736951984,0.5356993736951984,0.0,,0.8771977443131683,0.8771977443131683,0.0,
