experiment_label,experiment_id,model,feature_set,region_display,period,support,positives,precision,recall,f1,f1_error,average_precision,average_precision_error,delta_f1_vs_full,delta_average_precision_vs_full,threshold
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Central Asia,2021,10197,903,0.16427041908840623,0.5946843853820598,0.25743048897411314,0.0008397665352580176,0.17670941061539414,0.007833442716014268,0.018462977905012723,0.02900422058332605,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Europe,2021,11926,847,0.18461538461538463,0.21251475796930341,0.19758507135016465,0.004128610485775792,0.22672571084618895,0.0007712026995461032,0.13921326544817217,0.03752259975736186,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Global,2022,58312,4923,0.22431735301965666,0.5122892545196018,0.3120128665099592,0.003095029512865046,0.2073719644114349,0.005768337376848737,0.023175539287142277,0.04967442061281485,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Eastern Siberia,2022,18946,1456,0.16061305899643083,0.5254120879120879,0.2460202604920405,0.0153277509086891,0.18069552429880542,0.003296153618625069,0.02640598875540079,0.04356108518412932,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Far East,2022,2076,192,0.2715736040609137,0.5572916666666666,0.3651877133105802,0.033061547084587875,0.28472607519946946,0.018414371522262434,-0.006697147272844373,0.008311606250310632,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Central Asia,2022,9862,698,0.14475703324808184,0.4054441260744986,0.21334338484734264,0.019373104560952037,0.12475134804823469,0.014756694132372154,0.028854715559713,0.04668510243481473,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Europe,2022,10330,382,0.13744075829383887,0.22774869109947643,0.17142857142857143,0.023048419766288485,0.10960367521189752,0.01636144599771487,0.03565589723627871,0.04323296306818371,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Global,2023,60888,6898,0.2982576799633196,0.7544215714699913,0.4275034913332786,0.00015115823552825074,0.3886333181688606,0.004248221816883369,0.006264579062698783,0.019120083387445863,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Eastern Siberia,2023,18853,1391,0.17889839411676423,0.8569374550682962,0.296001986590514,0.0017346357733484528,0.32728534529265374,0.005278699091544653,-0.023830732767884055,-0.0012317946831564286,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Far East,2023,2267,333,0.36209813874788493,0.6426426426426426,0.46320346320346323,0.018923696849407104,0.3553747120746153,0.0004821428701333988,0.030528455793643827,0.0023989097232753887,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Central Asia,2023,9281,411,0.11426222770242499,0.6763990267639902,0.19549929676511954,0.006052817545198407,0.12144417851106781,0.009971860085535992,0.027247918894684725,0.03240006927601238,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Europe,2023,10456,494,0.12962962962962962,0.15587044534412955,0.14154411764705882,0.014733263980894211,0.14951283213049615,0.007695785028787272,0.12894116477139783,0.04030530538430635,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Global,2024,65063,9134,0.3568245414032542,0.7538865776220713,0.48438379290939787,0.0011406265001749918,0.4354875490435988,0.004978669677509268,-0.015298181227993923,1.377510733274745e-05,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Eastern Siberia,2024,26660,6189,0.3857468732793204,0.792373566004201,0.5188868902761613,0.0007761551713397559,0.48440888883379174,0.00018571686716912307,-0.0024828859149758076,-0.006092667918080941,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Far East,2024,2229,298,0.2555391432791728,0.5805369127516778,0.3548717948717949,0.01405231278240569,0.28457015687289317,0.0010334650222482734,0.0052028319938767775,0.01830523785287691,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Central Asia,2024,9003,187,0.06633906633906633,0.43315508021390375,0.11505681818181818,0.007732238758847349,0.09013594294779115,0.006014249319513606,-0.010073429477499243,-0.0042395745422321995,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Europe,2024,10472,493,0.15948275862068967,0.3002028397565923,0.2083040112596763,0.007388209900320931,0.16762976618949443,0.013350632196119743,0.023377775202291617,0.003429348293893686,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Global,2025,49672,3787,0.2730277655354782,0.6543438077634011,0.3852911451449895,0.008862955899988749,0.4035288468664655,0.00035930869477692086,0.004559424465899686,0.020469548615671684,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Eastern Siberia,2025,19162,2442,0.35541850220264315,0.825962325962326,0.4969816434643341,0.00899490913249867,0.5275820923019066,0.0014992728307176974,-0.009353258777125895,0.007555877793960719,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Far East,2025,1744,137,0.2786885245901639,0.49635036496350365,0.3569553805774278,0.05248379943855493,0.36053109222275687,0.06796202708547952,0.03341895097337433,0.05116633429095879,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Central Asia,2025,7618,304,0.07186030893216924,0.3519736842105263,0.11935303959843838,0.001589935973365148,0.06534353509365284,0.00178903817983231,0.01953584929045052,0.017513078488901823,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Europe,2025,8878,632,0.22989807474518686,0.3212025316455696,0.26798679867986797,0.005659871058928966,0.20034404189718552,0.0012061574717835144,0.03343622848701433,0.03385288385726304,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Global,2021-2023,206438,36593,0.4196181090237142,0.8191457382559506,0.5549538541290603,0.0023568018208243325,0.5590628192065984,0.0002042247979111896,0.0022948401832476595,0.022480874881223634,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Eastern Siberia,2021-2023,82438,22636,0.4836626659973532,0.9364286976497614,0.6378682555445216,0.0031786289923427494,0.6577765247995602,0.0010563509066665961,-0.009007421721855757,0.012842594780140937,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Far East,2021-2023,6484,795,0.3319615912208505,0.6088050314465409,0.42964935641367064,0.011496918813859638,0.3415710365118462,0.008341395013896438,0.020779995655025696,0.023745620186426675,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Central Asia,2021-2023,29340,2012,0.14339819772756954,0.5457256461232605,0.22711759230530562,0.000941584625557296,0.1424244414984283,0.00579578477928882,0.0238529045891043,0.0368254034758749,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Europe,2021-2023,32712,1723,0.15622161671207993,0.1996517701683111,0.17528662420382166,0.001336658020107514,0.16453202465055963,0.005172428733074401,0.10869282465185329,0.04443822720489338,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Global,2021-2025,321173,49514,0.39414676178262265,0.7945025649311306,0.5269015952103507,0.002483689094416511,0.5264652504132801,0.0032688504133533158,-0.0011098687358450654,0.0198136601492499,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Eastern Siberia,2021-2025,128260,31267,0.45195615134857103,0.8992867879873349,0.6015767910056589,0.0008220543454131183,0.6191896357699587,0.003087010680822505,-0.008633962768712977,0.011014538982507593,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Far East,2021-2025,10457,1230,0.30474989491382937,0.5894308943089431,0.40177334441673596,0.004647534325096099,0.32242957696546015,0.007143086541144153,0.018885338217994596,0.026579541384130323,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Central Asia,2021-2025,45961,2503,0.12404745828108421,0.5137834598481822,0.19984459984459985,0.0026016833327889874,0.12360815780834947,0.0017809252525189281,0.019729992655948353,0.033126198571775595,0.5002497225079148
CatBoost no anthropogenic,ablation_no_anthropogenic,CatBoost,full minus roads/population/night lights,Europe,2021-2025,52062,2848,0.17318714178918515,0.2440308988764045,0.2025943739979595,0.01554194644510569,0.16934770822929765,0.006607358978313634,0.07477788877576313,0.03559118131552011,0.5002497225079148
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Global,2021,87238,24772,0.5139414256268545,0.9159534958824479,0.6584350198052843,5.4580028934063156e-05,0.6679063511686755,0.005448920825391068,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Eastern Siberia,2021,44639,19789,0.5833057104113304,0.978169690231947,0.7308113414127685,0.000805919923666427,0.7214348812099487,0.0010711574085830113,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Far East,2021,2141,270,0.3344103392568659,0.7666666666666667,0.46569178852643417,0.024322386397368036,0.4292843739908073,0.05383706638897778,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Central Asia,2021,10197,903,0.17363896848137536,0.6710963455149501,0.27589346687912586,0.006196976915192281,0.2057136311987202,0.011267742399519031,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Europe,2021,11926,847,0.3008356545961003,0.3825265643447462,0.3367983367983368,0.010281125767476066,0.2642483106035508,0.0017405755040546646,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Global,2022,58312,4923,0.2345258375922771,0.5872435506804794,0.33518840579710146,0.0036630577702844967,0.25704638502424976,0.006321963098996343,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Eastern Siberia,2022,18946,1456,0.17444101773323054,0.6215659340659341,0.2724262492474413,0.010422147965353415,0.22425660948293474,0.004984649634407018,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Far East,2022,2076,192,0.25675675675675674,0.59375,0.3584905660377358,0.02261784628516681,0.2930376814497801,0.03729098701912285,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Central Asia,2022,9862,698,0.15866666666666668,0.5114613180515759,0.24219810040705564,0.015597034701530446,0.17143645048304942,0.018295589205205236,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Europe,2022,10330,382,0.15855354659248957,0.29842931937172773,0.20708446866485014,0.029657167123177872,0.15283663828008123,0.02478026023681261,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Global,2023,60888,6898,0.29749973057441537,0.8003769208466223,0.43376807039597737,0.001030880314837669,0.40775340155630646,0.0008587653067532271,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Eastern Siberia,2023,18853,1391,0.16270566727605118,0.8317757009345794,0.27217125382262997,0.0023896759758783638,0.3260535506094973,0.0037188400611114143,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Far East,2023,2267,333,0.36363636363636365,0.7687687687687688,0.49373191899710706,0.015000193047532173,0.3577736217978907,0.008942983345946393,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Central Asia,2023,9281,411,0.12931034482758622,0.8029197080291971,0.22274721565980427,0.0017061148401272103,0.1538442477870802,0.009275292871067585,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Europe,2023,10456,494,0.22280471821756226,0.3441295546558704,0.27048528241845665,0.0020596520952877646,0.1898181375148025,0.011469159712964125,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Global,2024,65063,9134,0.3396457832507482,0.7579373768338078,0.46908561168140395,0.00039273328768826664,0.43550132415093157,0.0061111822087264595,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Eastern Siberia,2024,26660,6189,0.3724354850239474,0.8418161253837454,0.5164040043611855,0.0013958383933730797,0.4783162209157108,0.0027070885800716876,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Far East,2024,2229,298,0.24935400516795866,0.6476510067114094,0.36007462686567165,0.019354617066643792,0.3028753947257701,0.0034032973627291666,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Central Asia,2024,9003,187,0.05993930197268589,0.42245989304812837,0.10498338870431893,0.012853799689821567,0.08589636840555895,0.008462097927686704,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Europe,2024,10472,493,0.17659574468085107,0.3367139959432049,0.2316817864619679,0.003350593242009848,0.17105911448338812,0.0037560758487391903,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Global,2025,49672,3787,0.27078409207686777,0.695801425930816,0.3898505696108892,0.007790984558438626,0.4239983954821372,0.00014880250504560732,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Eastern Siberia,2025,19162,2442,0.34100555011426703,0.8554463554463555,0.4876283846872082,0.0032378923391597043,0.5351379700958673,0.0012777232696251249,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Far East,2025,1744,137,0.3080168776371308,0.5328467153284672,0.39037433155080214,0.03315665319165386,0.41169742651371566,0.10080250089735217,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Central Asia,2025,7618,304,0.08290816326530612,0.4276315789473684,0.1388888888888889,0.0008872896353423732,0.08285661358255467,0.002885099334428085,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Europe,2025,8878,632,0.2549234135667396,0.3686708860759494,0.3014230271668823,0.0074692207322378254,0.23419692575444856,0.01619405565971892,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Global,2021-2023,206438,36593,0.4145054242076925,0.8499439783565162,0.557248694312308,0.000523603158742155,0.581543694087822,0.0016999180811163672,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Eastern Siberia,2021-2023,82438,22636,0.47091284847418874,0.946236084113801,0.6288608338226659,0.002028394378345299,0.6706191195797011,0.0024539614637184835,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Far East,2021-2023,6484,795,0.3265421618562535,0.7257861635220125,0.45042935206869633,0.007862174531228632,0.3653166566982729,0.005738093259950799,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Central Asia,2021-2023,29340,2012,0.15593342981186686,0.6426441351888668,0.2509704968944099,0.000992754652150165,0.1792498449743032,0.006896064768342445,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Europe,2021-2023,32712,1723,0.23759280969128566,0.3528728961114335,0.28397944885567494,0.013229531367940953,0.208970251855453,6.835651715402428e-05,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Global,2021-2025,321173,49514,0.3866930421881538,0.8211818879508825,0.5257917264745057,0.00546004789362184,0.54627891056253,0.0008530944872809891,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Eastern Siberia,2021-2025,128260,31267,0.43778106373572767,0.9184763488662168,0.5929428282369459,0.0013170202350700204,0.6302041747524663,0.0016470548257556238,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Far East,2021-2025,10457,1230,0.30345572354211664,0.6853658536585366,0.42065868263473055,0.00027546897180051106,0.3490091183495905,0.0022660438096129055,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Central Asia,2021-2025,45961,2503,0.1343710860619073,0.600079904115062,0.2195745925005482,0.002939219676848661,0.15673435638012506,0.000332972651043077,0.0,0.0,0.4920829446562272
CatBoost-no-ecoregion,ablation_no_ecoregion,CatBoost,full minus ecoregion categorical variables,Europe,2021-2025,52062,2848,0.22818944029005211,0.3535814606741573,0.2773722627737226,0.002112029409610323,0.20493888954481776,0.0021147151063970857,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Global,2021,87238,24772,0.5139414256268545,0.9159534958824479,0.6584350198052843,5.4580028934063156e-05,0.6679063511686755,0.005448920825391068,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Eastern Siberia,2021,44639,19789,0.5833057104113304,0.978169690231947,0.7308113414127685,0.000805919923666427,0.7214348812099487,0.0010711574085830113,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Far East,2021,2141,270,0.3344103392568659,0.7666666666666667,0.46569178852643417,0.024322386397368036,0.4292843739908073,0.05383706638897778,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Central Asia,2021,10197,903,0.17363896848137536,0.6710963455149501,0.27589346687912586,0.006196976915192281,0.2057136311987202,0.011267742399519031,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Europe,2021,11926,847,0.3008356545961003,0.3825265643447462,0.3367983367983368,0.010281125767476066,0.2642483106035508,0.0017405755040546646,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Global,2022,58312,4923,0.2345258375922771,0.5872435506804794,0.33518840579710146,0.0036630577702844967,0.25704638502424976,0.006321963098996343,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Eastern Siberia,2022,18946,1456,0.17444101773323054,0.6215659340659341,0.2724262492474413,0.010422147965353415,0.22425660948293474,0.004984649634407018,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Far East,2022,2076,192,0.25675675675675674,0.59375,0.3584905660377358,0.02261784628516681,0.2930376814497801,0.03729098701912285,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Central Asia,2022,9862,698,0.15866666666666668,0.5114613180515759,0.24219810040705564,0.015597034701530446,0.17143645048304942,0.018295589205205236,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Europe,2022,10330,382,0.15855354659248957,0.29842931937172773,0.20708446866485014,0.029657167123177872,0.15283663828008123,0.02478026023681261,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Global,2023,60888,6898,0.29749973057441537,0.8003769208466223,0.43376807039597737,0.001030880314837669,0.40775340155630646,0.0008587653067532271,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Eastern Siberia,2023,18853,1391,0.16270566727605118,0.8317757009345794,0.27217125382262997,0.0023896759758783638,0.3260535506094973,0.0037188400611114143,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Far East,2023,2267,333,0.36363636363636365,0.7687687687687688,0.49373191899710706,0.015000193047532173,0.3577736217978907,0.008942983345946393,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Central Asia,2023,9281,411,0.12931034482758622,0.8029197080291971,0.22274721565980427,0.0017061148401272103,0.1538442477870802,0.009275292871067585,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Europe,2023,10456,494,0.22280471821756226,0.3441295546558704,0.27048528241845665,0.0020596520952877646,0.1898181375148025,0.011469159712964125,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Global,2024,65063,9134,0.3396457832507482,0.7579373768338078,0.46908561168140395,0.00039273328768826664,0.43550132415093157,0.0061111822087264595,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Eastern Siberia,2024,26660,6189,0.3724354850239474,0.8418161253837454,0.5164040043611855,0.0013958383933730797,0.4783162209157108,0.0027070885800716876,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Far East,2024,2229,298,0.24935400516795866,0.6476510067114094,0.36007462686567165,0.019354617066643792,0.3028753947257701,0.0034032973627291666,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Central Asia,2024,9003,187,0.05993930197268589,0.42245989304812837,0.10498338870431893,0.012853799689821567,0.08589636840555895,0.008462097927686704,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Europe,2024,10472,493,0.17659574468085107,0.3367139959432049,0.2316817864619679,0.003350593242009848,0.17105911448338812,0.0037560758487391903,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Global,2025,49672,3787,0.27078409207686777,0.695801425930816,0.3898505696108892,0.007790984558438626,0.4239983954821372,0.00014880250504560732,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Eastern Siberia,2025,19162,2442,0.34100555011426703,0.8554463554463555,0.4876283846872082,0.0032378923391597043,0.5351379700958673,0.0012777232696251249,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Far East,2025,1744,137,0.3080168776371308,0.5328467153284672,0.39037433155080214,0.03315665319165386,0.41169742651371566,0.10080250089735217,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Central Asia,2025,7618,304,0.08290816326530612,0.4276315789473684,0.1388888888888889,0.0008872896353423732,0.08285661358255467,0.002885099334428085,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Europe,2025,8878,632,0.2549234135667396,0.3686708860759494,0.3014230271668823,0.0074692207322378254,0.23419692575444856,0.01619405565971892,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Global,2021-2023,206438,36593,0.4145054242076925,0.8499439783565162,0.557248694312308,0.000523603158742155,0.581543694087822,0.0016999180811163672,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Eastern Siberia,2021-2023,82438,22636,0.47091284847418874,0.946236084113801,0.6288608338226659,0.002028394378345299,0.6706191195797011,0.0024539614637184835,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Far East,2021-2023,6484,795,0.3265421618562535,0.7257861635220125,0.45042935206869633,0.007862174531228632,0.3653166566982729,0.005738093259950799,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Central Asia,2021-2023,29340,2012,0.15593342981186686,0.6426441351888668,0.2509704968944099,0.000992754652150165,0.1792498449743032,0.006896064768342445,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Europe,2021-2023,32712,1723,0.23759280969128566,0.3528728961114335,0.28397944885567494,0.013229531367940953,0.208970251855453,6.835651715402428e-05,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Global,2021-2025,321173,49514,0.3866930421881538,0.8211818879508825,0.5257917264745057,0.00546004789362184,0.54627891056253,0.0008530944872809891,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Eastern Siberia,2021-2025,128260,31267,0.43778106373572767,0.9184763488662168,0.5929428282369459,0.0013170202350700204,0.6302041747524663,0.0016470548257556238,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Far East,2021-2025,10457,1230,0.30345572354211664,0.6853658536585366,0.42065868263473055,0.00027546897180051106,0.3490091183495905,0.0022660438096129055,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Central Asia,2021-2025,45961,2503,0.1343710860619073,0.600079904115062,0.2195745925005482,0.002939219676848661,0.15673435638012506,0.000332972651043077,0.0,0.0,0.4920829446562272
CatBoost-no-geography,ablation_no_geography,CatBoost,full minus direct geography/location variables,Europe,2021-2025,52062,2848,0.22818944029005211,0.3535814606741573,0.2773722627737226,0.002112029409610323,0.20493888954481776,0.0021147151063970857,0.0,0.0,0.4920829446562272
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Global,2021,87238,24772,0.5136521136521136,0.8976263523332795,0.6534042490670271,0.001902433525920019,0.6399632254767819,0.0059157475792478795,0.005030770738257195,0.02794312569189361,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Eastern Siberia,2021,44639,19789,0.5891541588970746,0.9739249077770479,0.7341815549883814,0.0011966784564666536,0.7011409506503102,0.0011123936284839163,-0.003370213575612957,0.020293930559638462,0.49944669998178615
