experiment_id,experiment,variant,model,feature_set,region,region_display,period,support,positives,positive_rate,predicted_positives,precision,recall,f1,f1_error,average_precision,average_precision_error,roc_auc,brier_score,threshold,validation_threshold,evaluation_type,is_primary,train_rows,architecture,source_metrics,delta_average_precision_vs_full,delta_f1_vs_full
nn_feature_ablation_tsn_no_categorical_features,No categorical features,no_categorical_features,TemporalConvNet / TSN-MLP (global full),No categorical features,eastern_siberia,Eastern Siberia,2022,18946,1456,0.07684999472184102,7551,0.16381936167395048,0.8495879120879121,0.27467525258132564,0.001087359511693944,0.16154054966802597,0.002469628282849384,0.7851341072449562,0.11418142317543166,0.3163717985153198,0.3163717985153198,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_categorical_features/metrics.json,0.007378124697556859,-0.02209566002466279
nn_feature_ablation_tsn_no_dynamic_sequence,No dynamic weather sequence,no_dynamic_sequence,TemporalConvNet / TSN-MLP (global full),No dynamic weather sequence,eastern_siberia,Eastern Siberia,2022,18946,1456,0.07684999472184102,10725,0.11627039627039627,0.8564560439560439,0.20474509481980133,0.0017471556037910836,0.12657159548930647,0.00296813202609137,0.7051385132163435,0.13286089768258938,0.30573025345802307,0.30573025345802307,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_dynamic_sequence/metrics.json,0.04234707887627637,0.04783449773686152
nn_feature_ablation_tsn_no_static_features,No static features,no_static_features,TemporalConvNet / TSN-MLP (global full),No static features,eastern_siberia,Eastern Siberia,2022,18946,1456,0.07684999472184102,9756,0.13171381713817137,0.882554945054945,0.22921869425615413,0.0021874644414475197,0.14717419269784066,0.003022173007986978,0.7525456854466288,0.10907372538522833,0.21946614980697632,0.21946614980697632,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_static_features/metrics.json,0.021744481667742177,0.02336089830050872
nn_feature_ablation_tsn_dynamic_sequence_only,Dynamic sequence only,dynamic_sequence_only,TemporalConvNet / TSN-MLP (global full),Dynamic sequence only,eastern_siberia,Eastern Siberia,2023,18853,1391,0.07378136105659577,18816,0.07392644557823129,1.0,0.1376750630969466,8.17108363938878e-05,0.18546586765293233,0.008368653401050637,0.736807277768853,0.07085298284709594,0.06578469276428223,0.06578469276428223,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_dynamic_sequence_only/metrics.json,0.04338131214923113,0.07013142398386704
nn_feature_ablation_tsn_full,Full neural feature set,full,TemporalConvNet / TSN-MLP (global full),Full neural feature set,eastern_siberia,Eastern Siberia,2023,18853,1391,0.07378136105659577,11342,0.1166460941632869,0.9511143062544932,0.20780648708081365,0.0016240104843937284,0.22884717980216346,0.004657215965270146,0.8164293446564589,0.10344901636074962,0.19114938378334045,0.19114938378334045,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json,0.0,0.0
nn_feature_ablation_tsn_no_categorical_features,No categorical features,no_categorical_features,TemporalConvNet / TSN-MLP (global full),No categorical features,eastern_siberia,Eastern Siberia,2023,18853,1391,0.07378136105659577,8837,0.13352947832974993,0.8483105679367362,0.23073914743840437,0.0040129648418975395,0.20981135418582458,0.00551874180401856,0.7923142094889666,0.12240350206312364,0.3163717985153198,0.3163717985153198,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_categorical_features/metrics.json,0.019035825616338875,-0.02293266035759073
nn_feature_ablation_tsn_no_dynamic_sequence,No dynamic weather sequence,no_dynamic_sequence,TemporalConvNet / TSN-MLP (global full),No dynamic weather sequence,eastern_siberia,Eastern Siberia,2023,18853,1391,0.07378136105659577,10420,0.10700575815738964,0.8015815959741194,0.18880704428075523,0.0028836715587895073,0.09250867116031825,0.001057494961776635,0.6360175254950237,0.13356830759772662,0.30573025345802307,0.30573025345802307,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_dynamic_sequence/metrics.json,0.1363385086418452,0.018999442800058414
nn_feature_ablation_tsn_no_static_features,No static features,no_static_features,TemporalConvNet / TSN-MLP (global full),No static features,eastern_siberia,Eastern Siberia,2023,18853,1391,0.07378136105659577,11380,0.11230228471001757,0.918763479511143,0.20014094432699084,0.0015288564529591852,0.2766383885295707,0.012057292288329071,0.8233411591657053,0.10841242768985272,0.21946614980697632,0.21946614980697632,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_static_features/metrics.json,-0.04779120872740722,0.007665542753822807
nn_feature_ablation_tsn_dynamic_sequence_only,Dynamic sequence only,dynamic_sequence_only,TemporalConvNet / TSN-MLP (global full),Dynamic sequence only,eastern_siberia,Eastern Siberia,2024,26660,6189,0.23214553638409602,26602,0.23231335989775204,0.9985458070770722,0.37693269494678416,0.00013259252315614883,0.2623917252924892,0.003603903841513935,0.5481285298201028,0.1850418713229639,0.06578469276428223,0.06578469276428223,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_dynamic_sequence_only/metrics.json,0.13279989947944337,0.08748528920358817
nn_feature_ablation_tsn_full,Full neural feature set,full,TemporalConvNet / TSN-MLP (global full),Full neural feature set,eastern_siberia,Eastern Siberia,2024,26660,6189,0.23214553638409602,18922,0.30815981397315295,0.9421554370657619,0.46441798415037233,0.001574382096469605,0.3951916247719326,0.005154063158369264,0.7337844355191264,0.1684620457339897,0.19114938378334045,0.19114938378334045,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json,0.0,0.0
nn_feature_ablation_tsn_no_categorical_features,No categorical features,no_categorical_features,TemporalConvNet / TSN-MLP (global full),No categorical features,eastern_siberia,Eastern Siberia,2024,26660,6189,0.23214553638409602,17131,0.3266592726635923,0.9041848440782032,0.4799313893653516,0.0017203261284997927,0.3693264837873603,0.004546626681873234,0.7234126544469756,0.17958972383089084,0.3163717985153198,0.3163717985153198,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_categorical_features/metrics.json,0.025865140984572266,-0.015513405214979292
nn_feature_ablation_tsn_no_dynamic_sequence,No dynamic weather sequence,no_dynamic_sequence,TemporalConvNet / TSN-MLP (global full),No dynamic weather sequence,eastern_siberia,Eastern Siberia,2024,26660,6189,0.23214553638409602,16866,0.303687892802087,0.8275973501373405,0.4443287790067231,0.0030581540291621818,0.3346066683023591,0.0024534556604699966,0.6742708211756928,0.17765744472581899,0.30573025345802307,0.30573025345802307,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_dynamic_sequence/metrics.json,0.060584956469573514,0.020089205143649258
nn_feature_ablation_tsn_no_static_features,No static features,no_static_features,TemporalConvNet / TSN-MLP (global full),No static features,eastern_siberia,Eastern Siberia,2024,26660,6189,0.23214553638409602,18516,0.3105962410887881,0.9292292777508483,0.46557377049180326,0.0009760960897906098,0.37755670259916585,0.006267792199345304,0.7177560982093543,0.17122118674762424,0.21946614980697632,0.21946614980697632,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_static_features/metrics.json,0.017634922172766743,-0.001155786341430931
nn_feature_ablation_tsn_dynamic_sequence_only,Dynamic sequence only,dynamic_sequence_only,TemporalConvNet / TSN-MLP (global full),Dynamic sequence only,eastern_siberia,Eastern Siberia,2025,19162,2442,0.12743972445464982,19025,0.1283048620236531,0.9995904995904996,0.22741882890017237,0.0003967824713528932,0.4701984101247499,0.011353877818439696,0.878051120933896,0.09722113703957988,0.06578469276428223,0.06578469276428223,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_dynamic_sequence_only/metrics.json,0.04936776010641725,0.11972266179219757
nn_feature_ablation_tsn_full,Full neural feature set,full,TemporalConvNet / TSN-MLP (global full),Full neural feature set,eastern_siberia,Eastern Siberia,2025,19162,2442,0.12743972445464982,11149,0.21158848327204233,0.966011466011466,0.34714149069236994,0.0016350060603955415,0.5195661702311671,0.006145275754781622,0.8958057312423341,0.10447774235619375,0.19114938378334045,0.19114938378334045,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json,0.0,0.0
nn_feature_ablation_tsn_no_categorical_features,No categorical features,no_categorical_features,TemporalConvNet / TSN-MLP (global full),No categorical features,eastern_siberia,Eastern Siberia,2025,19162,2442,0.12743972445464982,8521,0.27191644173219104,0.9488124488124489,0.4226945179239259,0.002360347627514864,0.49677330706060185,0.003086204343787801,0.8882317370654692,0.12032841780153726,0.3163717985153198,0.3163717985153198,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_categorical_features/metrics.json,0.02279286317056528,-0.07555302723155599
nn_feature_ablation_tsn_no_dynamic_sequence,No dynamic weather sequence,no_dynamic_sequence,TemporalConvNet / TSN-MLP (global full),No dynamic weather sequence,eastern_siberia,Eastern Siberia,2025,19162,2442,0.12743972445464982,12030,0.17805486284289276,0.8771498771498771,0.2960199004975124,0.0013894752953730741,0.17484209738832873,0.0027251692122186384,0.655742496247879,0.15339599894955075,0.30573025345802307,0.30573025345802307,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_dynamic_sequence/metrics.json,0.3447240728428384,0.051121590194857514
nn_feature_ablation_tsn_no_static_features,No static features,no_static_features,TemporalConvNet / TSN-MLP (global full),No static features,eastern_siberia,Eastern Siberia,2025,19162,2442,0.12743972445464982,9556,0.24120971117622436,0.9438984438984439,0.3842307051175196,0.002388888722684412,0.5295470441320984,0.01048695217232278,0.8971786719842939,0.10124189807465299,0.21946614980697632,0.21946614980697632,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_static_features/metrics.json,-0.009980873900931275,-0.037089214425149675
nn_feature_ablation_tsn_dynamic_sequence_only,Dynamic sequence only,dynamic_sequence_only,TemporalConvNet / TSN-MLP (global full),Dynamic sequence only,europe,Europe,2021,11926,847,0.07102129800436022,11926,0.07102129800436022,1.0,0.13262350270100995,0.0,0.07924184317932348,0.0030624635178706345,0.5304542998214071,0.06980761849784255,0.06578469276428223,0.06578469276428223,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_dynamic_sequence_only/metrics.json,0.3017686959584856,0.12887390743868557
nn_feature_ablation_tsn_full,Full neural feature set,full,TemporalConvNet / TSN-MLP (global full),Full neural feature set,europe,Europe,2021,11926,847,0.07102129800436022,5524,0.15079652425778423,0.9834710743801653,0.2614974101396955,0.002049460144347431,0.3810105391378091,0.006792789259187646,0.8904550798797901,0.08097416700243996,0.19114938378334045,0.19114938378334045,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json,0.0,0.0
nn_feature_ablation_tsn_no_categorical_features,No categorical features,no_categorical_features,TemporalConvNet / TSN-MLP (global full),No categorical features,europe,Europe,2021,11926,847,0.07102129800436022,4111,0.19216735587448308,0.9327036599763873,0.31867688584106496,0.004404873103931882,0.2573246095699326,0.006912020894711765,0.8607697023619036,0.09366826905200293,0.3163717985153198,0.3163717985153198,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_categorical_features/metrics.json,0.1236859295678765,-0.05717947570136944
nn_feature_ablation_tsn_no_dynamic_sequence,No dynamic weather sequence,no_dynamic_sequence,TemporalConvNet / TSN-MLP (global full),No dynamic weather sequence,europe,Europe,2021,11926,847,0.07102129800436022,5254,0.1532165968785687,0.9504132231404959,0.26389116538272417,0.0020285296854398913,0.2827045995303101,0.010192532030976543,0.8467658427779541,0.10439171014155006,0.30573025345802307,0.30573025345802307,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_dynamic_sequence/metrics.json,0.098305939607499,-0.00239375524302865
nn_feature_ablation_tsn_no_static_features,No static features,no_static_features,TemporalConvNet / TSN-MLP (global full),No static features,europe,Europe,2021,11926,847,0.07102129800436022,6300,0.13,0.9669421487603306,0.22918707149853085,0.0016560179123892228,0.30323969213197105,0.015832485550596537,0.866032006051207,0.09572259373409572,0.21946614980697632,0.21946614980697632,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_static_features/metrics.json,0.07777084700583803,0.03231033864116467
nn_feature_ablation_tsn_dynamic_sequence_only,Dynamic sequence only,dynamic_sequence_only,TemporalConvNet / TSN-MLP (global full),Dynamic sequence only,europe,Europe,2021-2023,32712,1723,0.052671802396674,32710,0.05267502292876796,1.0,0.10007841315017571,2.599614587313035e-06,0.07146128116623823,0.002425747747988663,0.58136024040283,0.05569954551942884,0.06578469276428223,0.06578469276428223,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_dynamic_sequence_only/metrics.json,0.30646861836608025,0.11878605571429315
nn_feature_ablation_tsn_full,Full neural feature set,full,TemporalConvNet / TSN-MLP (global full),Full neural feature set,europe,Europe,2021-2023,32712,1723,0.052671802396674,13565,0.12333210468116476,0.9709808473592572,0.21886446886446886,0.0012448007752512852,0.3779298995323185,0.016521312908484253,0.9038283425116662,0.07016516748908716,0.19114938378334045,0.19114938378334045,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json,0.0,0.0
nn_feature_ablation_tsn_no_categorical_features,No categorical features,no_categorical_features,TemporalConvNet / TSN-MLP (global full),No categorical features,europe,Europe,2021-2023,32712,1723,0.052671802396674,9609,0.16411697367051722,0.9152640742890308,0.2783268619837628,0.001981875334291858,0.29220994600760114,0.008662108422931641,0.889020408960572,0.08089881140531725,0.3163717985153198,0.3163717985153198,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_categorical_features/metrics.json,0.08571995352471734,-0.05946239311929391
nn_feature_ablation_tsn_no_dynamic_sequence,No dynamic weather sequence,no_dynamic_sequence,TemporalConvNet / TSN-MLP (global full),No dynamic weather sequence,europe,Europe,2021-2023,32712,1723,0.052671802396674,13383,0.12000298886647238,0.9320951828206616,0.21263074275122468,0.0009434953211974541,0.2369655625096581,0.012028128888945642,0.8505677702235233,0.09674537754429922,0.30573025345802307,0.30573025345802307,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_dynamic_sequence/metrics.json,0.14096433702266037,0.006233726113244187
nn_feature_ablation_tsn_no_static_features,No static features,no_static_features,TemporalConvNet / TSN-MLP (global full),No static features,europe,Europe,2021-2023,32712,1723,0.052671802396674,16116,0.0978530652767436,0.9152640742890308,0.17680363249061046,0.0015650178172842521,0.25298128528842423,0.011848255266228415,0.8458279253490563,0.08807104509206073,0.21946614980697632,0.21946614980697632,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_static_features/metrics.json,0.12494861424389425,0.04206083637385841
nn_feature_ablation_tsn_dynamic_sequence_only,Dynamic sequence only,dynamic_sequence_only,TemporalConvNet / TSN-MLP (global full),Dynamic sequence only,europe,Europe,2021-2025,52062,2848,0.05470400676116938,52060,0.05470610833653477,1.0,0.10373716034093393,4.031328513209713e-06,0.07781945933666515,0.002652873472062889,0.5831256181441931,0.057162527475974334,0.06578469276428223,0.06578469276428223,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_dynamic_sequence_only/metrics.json,0.2600049616879734,0.1176539531189628
nn_feature_ablation_tsn_full,Full neural feature set,full,TemporalConvNet / TSN-MLP (global full),Full neural feature set,europe,Europe,2021-2025,52062,2848,0.05470400676116938,21751,0.12518964645303665,0.9561095505617978,0.22139111345989673,0.00201317980906457,0.3378244210246385,0.01426831415603741,0.888780973276308,0.07192180563326672,0.19114938378334045,0.19114938378334045,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json,0.0,0.0
nn_feature_ablation_tsn_no_categorical_features,No categorical features,no_categorical_features,TemporalConvNet / TSN-MLP (global full),No categorical features,europe,Europe,2021-2025,52062,2848,0.05470400676116938,15299,0.16262500817046865,0.8735955056179775,0.274205102771808,0.0021055631414163135,0.27258170344928023,0.003918449938428686,0.873777163955584,0.08268745464733927,0.3163717985153198,0.3163717985153198,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_categorical_features/metrics.json,0.06524271757535827,-0.05281398931191125
nn_feature_ablation_tsn_no_dynamic_sequence,No dynamic weather sequence,no_dynamic_sequence,TemporalConvNet / TSN-MLP (global full),No dynamic weather sequence,europe,Europe,2021-2025,52062,2848,0.05470400676116938,21645,0.11665511665511666,0.8865870786516854,0.20618135793900297,0.0012842049719634615,0.2127372623427702,0.005219379754120284,0.822750216978315,0.09937044000874992,0.30573025345802307,0.30573025345802307,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_dynamic_sequence/metrics.json,0.1250871586818683,0.015209755520893764
nn_feature_ablation_tsn_no_static_features,No static features,no_static_features,TemporalConvNet / TSN-MLP (global full),No static features,europe,Europe,2021-2025,52062,2848,0.05470400676116938,25769,0.10019791222010943,0.9066011235955056,0.18045217877485412,0.0005559006533420755,0.2377319283822913,0.006288266665138741,0.8298769400766567,0.08986232805060543,0.21946614980697632,0.21946614980697632,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_static_features/metrics.json,0.10009249264234721,0.040938934685042616
nn_feature_ablation_tsn_dynamic_sequence_only,Dynamic sequence only,dynamic_sequence_only,TemporalConvNet / TSN-MLP (global full),Dynamic sequence only,europe,Europe,2022,10330,382,0.036979670861568247,10328,0.036986831913245546,1.0,0.07133520074696545,1.2102898418536164e-05,0.05395006684061379,0.00305189058712254,0.5725997701134906,0.04400187389428501,0.06578469276428223,0.06578469276428223,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_dynamic_sequence_only/metrics.json,0.2152674642395301,0.08542393619711205
nn_feature_ablation_tsn_full,Full neural feature set,full,TemporalConvNet / TSN-MLP (global full),Full neural feature set,europe,Europe,2022,10330,382,0.036979670861568247,4160,0.08557692307692308,0.9319371727748691,0.1567591369440775,0.003947447820705894,0.2692175310801439,0.02314752369787328,0.8747323779991033,0.06665104014142899,0.19114938378334045,0.19114938378334045,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json,0.0,0.0
nn_feature_ablation_tsn_no_categorical_features,No categorical features,no_categorical_features,TemporalConvNet / TSN-MLP (global full),No categorical features,europe,Europe,2022,10330,382,0.036979670861568247,2969,0.11417985853822836,0.887434554973822,0.20232766338406447,0.004392076619195443,0.308637124368787,0.021381687116918405,0.8972865707964136,0.07696842658027832,0.3163717985153198,0.3163717985153198,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_categorical_features/metrics.json,-0.039419593288643084,-0.04556852643998696
nn_feature_ablation_tsn_no_dynamic_sequence,No dynamic weather sequence,no_dynamic_sequence,TemporalConvNet / TSN-MLP (global full),No dynamic weather sequence,europe,Europe,2022,10330,382,0.036979670861568247,3992,0.08792585170340682,0.918848167539267,0.16049382716049382,0.0012632372839301255,0.18971509785654508,0.009943370435730597,0.8478180780898368,0.090994738475189,0.30573025345802307,0.30573025345802307,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_dynamic_sequence/metrics.json,0.07950243322359882,-0.0037346902164163143
nn_feature_ablation_tsn_no_static_features,No static features,no_static_features,TemporalConvNet / TSN-MLP (global full),No static features,europe,Europe,2022,10330,382,0.036979670861568247,5052,0.057007125890736345,0.7539267015706806,0.10599926389400073,0.0019334795137296505,0.1606638391587064,0.010425317289724253,0.7521640014988937,0.08739696798811226,0.21946614980697632,0.21946614980697632,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_static_features/metrics.json,0.10855369192143749,0.05075987305007677
nn_feature_ablation_tsn_dynamic_sequence_only,Dynamic sequence only,dynamic_sequence_only,TemporalConvNet / TSN-MLP (global full),Dynamic sequence only,europe,Europe,2023,10456,494,0.04724560061208875,10456,0.04724560061208875,1.0,0.09022831050228311,0.0,0.09054096247730406,0.003110793318851547,0.6612347568533707,0.05116473962302237,0.06578469276428223,0.06578469276428223,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_dynamic_sequence_only/metrics.json,0.3733970362139858,0.13102883235485974
nn_feature_ablation_tsn_full,Full neural feature set,full,TemporalConvNet / TSN-MLP (global full),Full neural feature set,europe,Europe,2023,10456,494,0.04724560061208875,3881,0.12471012625611956,0.979757085020243,0.22125714285714285,0.002236803928747111,0.4639379986912899,0.033674923334495614,0.9366349212025942,0.061308320444812436,0.19114938378334045,0.19114938378334045,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json,0.0,0.0
nn_feature_ablation_tsn_no_categorical_features,No categorical features,no_categorical_features,TemporalConvNet / TSN-MLP (global full),No categorical features,europe,Europe,2023,10456,494,0.04724560061208875,2529,0.177145116646896,0.9068825910931174,0.29639431028779356,0.002699510934172868,0.3542772126031583,0.019498460505450652,0.9134287214491993,0.07021712848147245,0.3163717985153198,0.3163717985153198,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_categorical_features/metrics.json,0.10966078608813157,-0.07513716743065071
nn_feature_ablation_tsn_no_dynamic_sequence,No dynamic weather sequence,no_dynamic_sequence,TemporalConvNet / TSN-MLP (global full),No dynamic weather sequence,europe,Europe,2023,10456,494,0.04724560061208875,4137,0.10877447425670776,0.9109311740890689,0.19434247462751025,0.006963802401324704,0.22553018794859214,0.011724541691815254,0.8513884136235915,0.09370539466643911,0.30573025345802307,0.30573025345802307,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_dynamic_sequence/metrics.json,0.23840781074269773,0.026914668229632593
nn_feature_ablation_tsn_no_static_features,No static features,no_static_features,TemporalConvNet / TSN-MLP (global full),No static features,europe,Europe,2023,10456,494,0.04724560061208875,4764,0.09865659109991604,0.951417004048583,0.1787751996957018,0.0020267845522046277,0.2733453322394422,0.013446387704454821,0.8763322894204455,0.08000972598139497,0.21946614980697632,0.21946614980697632,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_static_features/metrics.json,0.1905926664518477,0.04248194316144105
nn_feature_ablation_tsn_dynamic_sequence_only,Dynamic sequence only,dynamic_sequence_only,TemporalConvNet / TSN-MLP (global full),Dynamic sequence only,europe,Europe,2024,10472,493,0.04707792207792208,10472,0.04707792207792208,1.0,0.08992248062015504,0.0,0.09286914443087543,0.006894662589744952,0.6183958930386672,0.052095344480596315,0.06578469276428223,0.06578469276428223,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_dynamic_sequence_only/metrics.json,0.19440105889967466,0.10106553095487597
nn_feature_ablation_tsn_full,Full neural feature set,full,TemporalConvNet / TSN-MLP (global full),Full neural feature set,europe,Europe,2024,10472,493,0.04707792207792208,4345,0.10632911392405063,0.9371196754563894,0.190988011575031,0.0009937305305057743,0.2872702033305501,0.009433920103422175,0.8767259114322634,0.07053761050793865,0.19114938378334045,0.19114938378334045,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json,0.0,0.0
nn_feature_ablation_tsn_no_categorical_features,No categorical features,no_categorical_features,TemporalConvNet / TSN-MLP (global full),No categorical features,europe,Europe,2024,10472,493,0.04707792207792208,3096,0.1343669250645995,0.8438133874239351,0.23181944831429369,0.00732022785671575,0.2509213058797309,0.00855140359207327,0.8699469697724247,0.0822884169258265,0.3163717985153198,0.3163717985153198,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_categorical_features/metrics.json,0.036348897450819206,-0.04083143673926268
nn_feature_ablation_tsn_no_dynamic_sequence,No dynamic weather sequence,no_dynamic_sequence,TemporalConvNet / TSN-MLP (global full),No dynamic weather sequence,europe,Europe,2024,10472,493,0.04707792207792208,4140,0.09323671497584542,0.7829614604462475,0.16663069285560111,0.0033519127442486127,0.15325417340074493,0.012954270988185532,0.776219716577226,0.09713654909199158,0.30573025345802307,0.30573025345802307,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_dynamic_sequence/metrics.json,0.13401602992980516,0.024357318719429893
nn_feature_ablation_tsn_no_static_features,No static features,no_static_features,TemporalConvNet / TSN-MLP (global full),No static features,europe,Europe,2024,10472,493,0.04707792207792208,5217,0.08644815027793751,0.9148073022312373,0.15796847635726796,0.002767654920799307,0.23013055582077813,0.013211984194619726,0.8346766546461565,0.08964768886177527,0.21946614980697632,0.21946614980697632,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_static_features/metrics.json,0.05713964750977196,0.033019535217763046
nn_feature_ablation_tsn_dynamic_sequence_only,Dynamic sequence only,dynamic_sequence_only,TemporalConvNet / TSN-MLP (global full),Dynamic sequence only,europe,Europe,2025,8878,632,0.07118720432529849,8878,0.07118720432529849,1.0,0.13291272344900104,0.0,0.09876942865991316,0.002683617051584264,0.5957793690535035,0.06853002084048379,0.06578469276428223,0.06578469276428223,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_dynamic_sequence_only/metrics.json,0.17759850593134174,0.1299980746730647
nn_feature_ablation_tsn_full,Full neural feature set,full,TemporalConvNet / TSN-MLP (global full),Full neural feature set,europe,Europe,2025,8878,632,0.07118720432529849,3841,0.15308513407966676,0.930379746835443,0.26291079812206575,0.005274079401966987,0.2763679345912549,0.008257015209781528,0.8556009703208612,0.08002705888003823,0.19114938378334045,0.19114938378334045,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json,0.0,0.0
nn_feature_ablation_tsn_no_categorical_features,No categorical features,no_categorical_features,TemporalConvNet / TSN-MLP (global full),No categorical features,europe,Europe,2025,8878,632,0.07118720432529849,2594,0.19082498072474943,0.7832278481012658,0.3068815871047737,0.0030766683028470606,0.2487212178840219,0.012975346194735421,0.8363873009391588,0.08974859688125526,0.3163717985153198,0.3163717985153198,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_categorical_features/metrics.json,0.02764671670723301,-0.04397078898270795
nn_feature_ablation_tsn_no_dynamic_sequence,No dynamic weather sequence,no_dynamic_sequence,TemporalConvNet / TSN-MLP (global full),No dynamic weather sequence,europe,Europe,2025,8878,632,0.07118720432529849,4122,0.12930616205725376,0.8433544303797469,0.22423222549432056,0.002690818753860055,0.2047579198849648,0.016665187101307224,0.7753853421835519,0.11167775573497252,0.30573025345802307,0.30573025345802307,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_dynamic_sequence/metrics.json,0.07161001470629011,0.038678572627745184
nn_feature_ablation_tsn_no_static_features,No static features,no_static_features,TemporalConvNet / TSN-MLP (global full),No static features,europe,Europe,2025,8878,632,0.07118720432529849,4436,0.1248872858431019,0.8765822784810127,0.21862667719021311,0.0021593721813545214,0.2144373381393927,0.012787764483867313,0.7845965592830586,0.09671569026341725,0.21946614980697632,0.21946614980697632,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_static_features/metrics.json,0.06193059645186222,0.04428412093185263
