experiment,model,feature_set,region,region_display,period,support,positives,negatives,positive_rate,predicted_positives,precision,recall,f1,f1_error,average_precision,average_precision_error,roc_auc,brier_score,threshold,validation_threshold,evaluation_type,is_primary,train_rows,architecture,source_metrics
Minimal MLP (global full),Neural,global full NN features,central_asia,Central Asia,2024,9003,187,8816,0.0207708542,1753,0.0861380491,0.8074866310000001,0.1556701031,0.0053630053,0.2330798288,0.009663993,0.8887250454000001,0.0512329132,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,europe,Europe,2024,10472,493,9979,0.0470779221,1369,0.2016070124,0.5598377282,0.2964554243,0.0099938743,0.2547511864,0.0106129576,0.8417252295000001,0.04974148,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,global,Global,2025,49672,3787,45885,0.0762401353,12176,0.232999343,0.7491418009,0.3554469711,0.0041267753,0.3543230749,0.0102914774,0.8530008043,0.0771169822,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2025,19162,2442,16720,0.1274397245,7606,0.2880620563,0.8972153972,0.4361066879,0.0027332127,0.4440099158,0.0070625894,0.8561807254,0.110015622,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,far_east,Far East,2025,1744,137,1607,0.0785550459,456,0.2653508772,0.8832116788000001,0.4080944351,0.0113820376,0.384969487,0.0221323177,0.9009897392,0.0731898036,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,central_asia,Central Asia,2025,7618,304,7314,0.039905487,1363,0.1129860602,0.5065789474,0.1847630474,0.008569714,0.1799788851,0.0111886299,0.7998129938,0.0589955452,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,europe,Europe,2025,8878,632,8246,0.0711872043,1159,0.2597066437,0.4762658228,0.3361250698,0.0156519597,0.277968427,0.0193805628,0.8402812104,0.0629654074,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,global,Global,2021-2023,206438,36593,169845,0.1772590318,77806,0.4028481094,0.8565572651000001,0.5479768180000001,0.0027516054,0.5121421432000001,0.0039738226,0.8597016069000001,0.1143864842,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2021-2023,82438,22636,59802,0.2745821102,45358,0.4645707483,0.9309065206,0.6198193958,0.0013226827,0.5789283847000001,0.0030389153,0.8257273499000001,0.1514355524,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,far_east,Far East,2021-2023,6484,795,5689,0.1226095003,2740,0.2576642336,0.8880503145,0.3994342291,0.0049368002,0.4020280199,0.0007314295,0.853285,0.1253469511,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,central_asia,Central Asia,2021-2023,29340,2012,27328,0.0685753238,7945,0.1791063562,0.7072564612000001,0.285829065,0.0044907389,0.2819260859,0.0118266291,0.8253015663000001,0.0813041556,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,europe,Europe,2021-2023,32712,1723,30989,0.0526718024,4363,0.2560165024,0.64828787,0.3670719685,0.0092077404,0.3479608546,0.0076849405,0.8980166366000001,0.0482707101,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,global,Global,2021-2025,321173,49514,271659,0.1541661348,110537,0.3672254539,0.8198085390000001,0.5072383178000001,0.0034128678,0.470318565,0.0055630681,0.8518846384000001,0.1088568329,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2021-2025,128260,31267,96993,0.2437782629,66358,0.4218782965,0.8953529280000001,0.5735211268,0.0014256515,0.5300491311000001,0.0033113619,0.8129864016,0.1501650912,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,far_east,Far East,2021-2025,10457,1230,9227,0.1176245577,4187,0.2627179365,0.8943089431000001,0.4061288536,0.0037201559,0.3911873374,0.0076212209,0.8606336476,0.1172295435,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,central_asia,Central Asia,2021-2025,45961,2503,43458,0.0544592154,11061,0.1562245728,0.6903715541000001,0.2547920967,0.0024547339,0.2618807825,0.0050127142,0.8329387587,0.0717160616,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Minimal MLP (global full),Neural,global full NN features,europe,Europe,2021-2025,52062,2848,49214,0.0547040068,6891,0.2458278915,0.5948033708,0.3478796591,0.0070792192,0.3130030218,0.0115469445,0.8760016162,0.051072397,0.2953715026,0.2953715026,legacy_sampled_case_control,False,1185561,minimal_mlp,outputs/nn_global_full_minimal_mlp/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,global,Global,2021,87238,24772,62466,0.2839588253,35788,0.6332569576,0.9148635556,0.7484478203,0.0019680274,0.8002656706,0.0034669902,0.9251878476,0.1132262003,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2021,44639,19789,24850,0.4433119021,26356,0.7115267871000001,0.9476476831,0.8127857839,0.0008743356,0.8374387886,0.0017760617,0.897656534,0.1353220491,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,far_east,Far East,2021,2141,270,1871,0.1261092947,465,0.5075268817,0.8740740741,0.6421768707000001,0.0072093417,0.6778915489,0.0093538567,0.9492388701,0.0816170956,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,central_asia,Central Asia,2021,10197,903,9294,0.0885554575,2727,0.2742940961,0.8283499446,0.4121212121,0.0103212978,0.4710219206,0.0181064332,0.8927994126000001,0.1063876867,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,europe,Europe,2021,11926,847,11079,0.071021298,1773,0.209249859,0.4380165289,0.2832061069,0.0095282052,0.3003114159,0.01729545,0.8266914346,0.0845580444,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,global,Global,2022,58312,4923,53389,0.0844251612,10659,0.3899990618,0.8444038188,0.5335643691,0.0040564529,0.5719874738,0.0055560473,0.9394759367,0.0725166158,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2022,18946,1456,17490,0.0768499947,2830,0.4233215548,0.8228021978000001,0.5590293980000001,0.006900318,0.5346656026000001,0.0098925705,0.943192676,0.0615915202,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,far_east,Far East,2022,2076,192,1884,0.0924855491,366,0.4836065574,0.921875,0.6344086022000001,0.0103844477,0.7221983414,0.020933708,0.9647691083,0.0665768421,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,central_asia,Central Asia,2022,9862,698,9164,0.0707767187,2466,0.2380373074,0.840974212,0.3710493047,0.005129238,0.5214633426,0.0119996515,0.9089409756,0.09879173,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,europe,Europe,2022,10330,382,9948,0.0369796709,1274,0.2221350078,0.7408376963000001,0.3417874396,0.0060975627,0.3949125163,0.02550465,0.922989072,0.0595561728,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,global,Global,2023,60888,6898,53990,0.113289975,13855,0.4293035005,0.8622789214000001,0.5732183299,0.0010395337,0.6485774951000001,0.0046893109,0.9337428511,0.084923519,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2023,18853,1391,17462,0.0737813611,3890,0.3138817481,0.8777857656,0.4624124219,0.003574814,0.5954352569,0.0103081311,0.9287868055,0.0817719519,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,far_east,Far East,2023,2267,333,1934,0.1468901632,712,0.4311797753,0.9219219219,0.5875598086,0.0157181134,0.6437490265,0.0362471762,0.9320395887,0.1061575503,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,central_asia,Central Asia,2023,9281,411,8870,0.0442840211,1682,0.1807372176,0.7396593674,0.2904921166,0.0052880915,0.3940070859,0.0112431884,0.9103100475,0.0834959254,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,europe,Europe,2023,10456,494,9962,0.0472456006,1208,0.2657284768,0.6497975709,0.3772032902,0.0144872255,0.4694534288,0.0161977504,0.9101515922,0.0612783876,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,global,Global,2024,65063,9134,55929,0.1403870095,16363,0.4781519281,0.8565798117000001,0.6137192611,0.0051536995,0.6382301967,0.0050075508,0.9205493949,0.0924221353,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2024,26660,6189,20471,0.2321455364,11121,0.5147019153,0.924866699,0.6613518198,0.0024611766,0.6975813014000001,0.0055431619,0.9004792012,0.1266805738,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,far_east,Far East,2024,2229,298,1931,0.1336922387,525,0.4857142857,0.855704698,0.6196840826000001,0.0170696445,0.6641728812000001,0.0228106655,0.9282077305,0.0856430907,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,central_asia,Central Asia,2024,9003,187,8816,0.0207708542,1041,0.1316042267,0.7326203209000001,0.2231270358,0.0084540532,0.3612159399,0.0161570803,0.9175223463,0.0644795948,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,europe,Europe,2024,10472,493,9979,0.0470779221,1383,0.2096890817,0.5882352941,0.3091684435,0.00808938,0.2691116764,0.018269224,0.8666068927,0.0712871845,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,global,Global,2025,49672,3787,45885,0.0762401353,1559,0.0744066709,0.0306311064,0.0433969323,0.0051370854,0.0868090932,0.0017249264,0.5817341974,0.0900755239,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2025,19162,2442,16720,0.1274397245,190,0.0105263158,0.0008190008,0.0015197568,0.0008301711,0.1344010067,0.0015910231,0.5838868079,0.1186306666,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,far_east,Far East,2025,1744,137,1607,0.0785550459,335,0.023880597,0.0583941606,0.0338983051,0.006676913,0.0624608922,0.000768248,0.4238618453,0.1466749836,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,central_asia,Central Asia,2025,7618,304,7314,0.039905487,93,0.2903225806,0.0888157895,0.1360201511,0.0217675586,0.1376651894,0.0160401169,0.7210583434000001,0.0546581293,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,europe,Europe,2025,8878,632,8246,0.0711872043,472,0.1991525424,0.1487341772,0.1702898551,0.0096603384,0.1485587819,0.0119658866,0.7028087266,0.0839411754,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,global,Global,2021-2023,206438,36593,169845,0.1772590318,60302,0.5433982289,0.8954718115,0.6763610093,0.0036830435,0.7471448006,0.0032935874,0.9379020952,0.0933793167,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2021-2023,82438,22636,59802,0.2745821102,33076,0.6401015842000001,0.9353242622,0.7600516944,0.0017332045,0.8083507090000001,0.0022577603,0.9340330653,0.106130674,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,far_east,Far East,2021-2023,6484,795,5689,0.1226095003,1543,0.4666234608,0.9056603774,0.6159110351,0.0148430228,0.6710027377000001,0.0136034056,0.9480756751,0.0853816922,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,central_asia,Central Asia,2021-2023,29340,2012,27328,0.0685753238,6875,0.2384,0.814612326,0.3688533813,0.003255591,0.4713957339,0.0168967898,0.9043321853,0.0965932163,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,europe,Europe,2021-2023,32712,1723,30989,0.0526718024,4255,0.2291421857,0.5658734765,0.3261960522,0.0040086241,0.3652721367,0.0136877369,0.8771941561000001,0.0692217328,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,global,Global,2021-2025,321173,49514,271659,0.1541661348,78224,0.5204029454,0.8221513107,0.6373671108,0.0024894423,0.6915402662,0.0041562847,0.9151716112,0.0926744533,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2021-2025,128260,31267,96993,0.2437782629,44387,0.6059882398,0.8602680142,0.7110793877,0.0017756898,0.7548509283,0.0022267583,0.9070124913,0.1122696509,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,far_east,Far East,2021-2025,10457,1230,9227,0.1176245577,2403,0.4090719933,0.7991869919,0.5411505643,0.0051558168,0.6083816206,0.0112539474,0.9111895894,0.0956597985,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,central_asia,Central Asia,2021-2025,45961,2503,43458,0.0544592154,8009,0.225121738,0.7203355973000001,0.3430365297,0.0062793036,0.4225040541,0.0097360787,0.8843350334000001,0.0833519808,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (global full),Neural,global full NN features,europe,Europe,2021-2025,52062,2848,49214,0.0547040068,6110,0.2224222586,0.4771769663,0.3034159411,0.0052469311,0.2990934134,0.0078059616,0.8432401737,0.0721472566,0.4269461036,0.4269461036,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,global,Global,2021,87238,24772,62466,0.2839588253,51045,0.4451562347,0.9172856451,0.5994170173000001,0.0019888581,0.6420051533000001,0.0042091424,0.8399304452,0.1511132631,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2021,44639,19789,24850,0.4433119021,32602,0.5640451506,0.9292536258,0.7019907999,0.001621168,0.7010326898,0.0035891326,0.7835465184,0.1898309941,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,far_east,Far East,2021,2141,270,1871,0.1261092947,1056,0.2443181818,0.9555555556,0.3891402715,0.0052550733,0.4495313936,0.0148640739,0.8899697132000001,0.1215196637,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,central_asia,Central Asia,2021,10197,903,9294,0.0885554575,5602,0.1542306319,0.9568106312,0.265641814,0.0022989485,0.3337491625,0.0118405353,0.8196011025000001,0.1166102279,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,europe,Europe,2021,11926,847,11079,0.071021298,4789,0.1720609731,0.9728453365,0.2924059617,0.0019176549,0.3769403527,0.0165795655,0.9003615549,0.0910443342,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,global,Global,2022,58312,4923,53389,0.0844251612,20990,0.1866126727,0.7956530571,0.3023192992,0.003138595,0.2888335657,0.0059197919,0.8276651407000001,0.096909796,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2022,18946,1456,17490,0.0768499947,6513,0.1618301858,0.7239010989,0.2645250345,0.0025508549,0.1887180612,0.0032150992,0.7790720286,0.1010446382,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,far_east,Far East,2022,2076,192,1884,0.0924855491,954,0.1907756813,0.9479166667,0.3176265271,0.0083255439,0.3091429792,0.007161393,0.8531880308,0.114681992,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,central_asia,Central Asia,2022,9862,698,9164,0.0707767187,4945,0.1373104146,0.9727793696,0.2406521354,0.0014261309,0.4446640628,0.017459865,0.8841442595000001,0.1033131328,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,europe,Europe,2022,10330,382,9948,0.0369796709,3371,0.1008602788,0.8900523560000001,0.1811883826,0.0035139562,0.224034276,0.0287813817,0.8778896334,0.0754664377,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,global,Global,2023,60888,6898,53990,0.113289975,25612,0.2413712322,0.8962017976000001,0.3803137496,0.0006625943,0.3975557097,0.0071675381,0.8505772441,0.1077573067,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2023,18853,1391,17462,0.0737813611,7610,0.1576872536,0.8626887132000001,0.2666370403,0.0026005901,0.2492349763,0.0073868296,0.8196725172,0.1030167624,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,far_east,Far East,2023,2267,333,1934,0.1468901632,1351,0.2390821614,0.96996997,0.3836104513,0.0064616608,0.3621061017,0.0138513589,0.8346236619,0.1451523299,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,central_asia,Central Asia,2023,9281,411,8870,0.0442840211,4568,0.0875656743,0.9732360097,0.1606748343,0.0020662858,0.3093830838,0.026063189,0.8629511983,0.1033036415,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,europe,Europe,2023,10456,494,9962,0.0472456006,3284,0.1443361754,0.95951417,0.2509264161,0.0042159373,0.3969940212,0.0191005485,0.9271413558,0.071926223,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,global,Global,2024,65063,9134,55929,0.1403870095,27316,0.2535876409,0.7583753011000001,0.3800823045,0.0007942219,0.3365330603,0.0025163928,0.7770108013,0.1246946261,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2024,26660,6189,20471,0.2321455364,14870,0.3443174176,0.8272741962,0.4862529085,0.0033146549,0.3997593905,0.0083295819,0.7349260116,0.1676423867,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,far_east,Far East,2024,2229,298,1931,0.1336922387,1312,0.2263719512,0.9966442953,0.3689440994,0.0033268528,0.4538560241,0.0119494068,0.8918389123,0.1394974349,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,central_asia,Central Asia,2024,9003,187,8816,0.0207708542,3863,0.0468547761,0.9679144385,0.089382716,0.0010267498,0.3003298783,0.0501707401,0.9148443035,0.083208832,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,europe,Europe,2024,10472,493,9979,0.0470779221,3476,0.1262945915,0.8904665314,0.2212144117,0.0043359311,0.2224988626,0.0050716578,0.8579750742000001,0.0791556709,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,global,Global,2025,49672,3787,45885,0.0762401353,17733,0.1915637512,0.8970161077000001,0.3157063197,0.0015505536,0.3093814253,0.0013280296,0.8618151675,0.0916461425,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
