experiment_id,experiment_type,evaluation_type,is_primary,model,feature_set,status,feature_count,threshold,threshold_source,validation_f1_at_threshold,model_path,prediction_paths,notes,rf_n_estimators,rf_max_depth,rf_min_samples_leaf,rf_positive_class_weight,rf_max_features,primary_full_grid_metrics
random_forest_full,main_model_comparison,legacy_sampled_case_control,False,Random Forest,full features,completed,269,0.14228679239749908,validation_f1_max,0.4648668784060565,results/full_grid_improvements_rf_best_rerun/models/random_forest_full.joblib,"{'validation': PosixPath('results/full_grid_improvements_rf_best_rerun/predictions/random_forest_full_validation_predictions.parquet'), 'test': PosixPath('results/full_grid_improvements_rf_best_rerun/predictions/random_forest_full_test_predictions.parquet')}",Training capped to stratified 300000 rows for feasibility.,180,22,10,6.0,,"{'Model': 'Random Forest', 'model': 'Random Forest', 'model_name': 'Random Forest', 'model_type': 'random_forest', 'Feature set': 'full features', 'feature_set': 'full features', 'Region': 'Global', 'region': 'global', 'region_display': 'Global', 'split': 'test', 'evaluation_type': 'primary_full_grid_calibrated', 'is_primary': True, 'calibration_method': 'prior_offset_month', 'test_universe': 'land_or_burnable', 'test_period': '2022-05-01 to 2022-05-31', 'support': 3587444, 'weighted_support': 3587444.0, 'positives': 357.0, 'observed_prevalence': 9.951374850729378e-05, 'mean_calibrated_predicted_probability': 3.0396793889560883e-05, 'PR-AUC': 0.0003435997360521789, 'average_precision': 0.0003435997360521789, 'ROC-AUC': 0.8453711122397523, 'roc_auc': 0.8453711122397523, 'weighted_brier_score': 9.950065437292292e-05, 'Brier': 9.950065437292292e-05, 'weighted_logloss': 0.0009924788441299697, 'reliability_ece': 7.098734375483372e-05, 'reliability_mce': 0.00030866879779372036, 'reliability_rmse': 0.00012790813655664168, 'daily_expected_observed_count_mae': 9.061652140852848, 'max_f1': 0.0010095911155981827, 'precision_at_max_f1': 0.0005081874647092038, 'recall_at_max_f1': 0.07563025210084033, 'threshold_at_max_f1': 0.00027375764142785014, 'predicted_positive_grid_cells_at_max_f1': 53130.0, 'calibration_intercept': -0.06952382460607728, 'calibration_slope': 0.8725664618163254, 'expected_fire_positive_grid_cells': 109.04679585834285, 'observed_fire_positive_grid_cells': 357.0, 'expected_observed_count_ratio': 0.3054532096872349, 'observed_prevalence_error': 0.0, 'average_precision_error': 0.00012180634463834855, 'roc_auc_error': 0.008185579550189313, 'max_f1_error': 0.00041873707969658426, 'weighted_brier_score_error': 1.6413202011048324e-09, 'weighted_logloss_error': 8.1916241284969e-06, 'expected_observed_count_ratio_error': 0.00393179003393973, 'mean_calibrated_predicted_probability_error': 3.9317900339397235e-07}"
