experiment_id,experiment_type,model,feature_set,split,region,region_display,support,positives,threshold,metric,value
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,validation,global,Global,147424,28826,1.0,precision,0.2878542043943851
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test,global,Global,321173,49514,1.0,precision,0.2436765139274209
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test,eastern_siberia,Eastern Siberia,128260,31267,1.0,precision,0.3268160562009353
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test,far_east,Far East,10457,1230,1.0,precision,0.16432947583390062
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test,central_asia,Central Asia,45961,2503,1.0,precision,0.08384458077709611
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test,europe,Europe,52062,2848,1.0,precision,0.12616215135459363
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2021,global,Global,87238,24772,1.0,precision,0.395207266402551
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2021,eastern_siberia,Eastern Siberia,44639,19789,1.0,precision,0.5144443865046671
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2021,far_east,Far East,2141,270,1.0,precision,0.17978290366350066
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2021,central_asia,Central Asia,10197,903,1.0,precision,0.13119975731836797
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2021,europe,Europe,11926,847,1.0,precision,0.16105476673427993
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2022,global,Global,58312,4923,1.0,precision,0.1461487194135009
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2022,eastern_siberia,Eastern Siberia,18946,1456,1.0,precision,0.13317191283292978
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2022,far_east,Far East,2076,192,1.0,precision,0.13389121338912133
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2022,central_asia,Central Asia,9862,698,1.0,precision,0.10834553440702782
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2022,europe,Europe,10330,382,1.0,precision,0.09029649595687332
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2023,global,Global,60888,6898,1.0,precision,0.18786791500812916
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2023,eastern_siberia,Eastern Siberia,18853,1391,1.0,precision,0.10872230850976866
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2023,far_east,Far East,2267,333,1.0,precision,0.19320214669051877
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2023,central_asia,Central Asia,9281,411,1.0,precision,0.06990220934444041
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2023,europe,Europe,10456,494,1.0,precision,0.1221058434399118
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2024,global,Global,65063,9134,1.0,precision,0.21771567747724652
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2024,eastern_siberia,Eastern Siberia,26660,6189,1.0,precision,0.29542432152883813
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2024,far_east,Far East,2229,298,1.0,precision,0.17439812096300647
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2024,central_asia,Central Asia,9003,187,1.0,precision,0.03340969835815197
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2024,europe,Europe,10472,493,1.0,precision,0.10313075506445672
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2025,global,Global,49672,3787,1.0,precision,0.12684055532183425
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2025,eastern_siberia,Eastern Siberia,19162,2442,1.0,precision,0.18626842513576417
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2025,far_east,Far East,1744,137,1.0,precision,0.12204351939451277
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2025,central_asia,Central Asia,7618,304,1.0,precision,0.058823529411764705
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2025,europe,Europe,8878,632,1.0,precision,0.14224028448056897
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2021-2023,global,Global,206438,36593,1.0,precision,0.27728830341050614
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2021-2023,eastern_siberia,Eastern Siberia,82438,22636,1.0,precision,0.3667509172441908
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2021-2023,far_east,Far East,6484,795,1.0,precision,0.1703380588876772
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2021-2023,central_asia,Central Asia,29340,2012,1.0,precision,0.10497207315737597
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2021-2023,europe,Europe,32712,1723,1.0,precision,0.12813824584284317
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2021-2025,global,Global,321173,49514,1.0,precision,0.2436765139274209
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2021-2025,eastern_siberia,Eastern Siberia,128260,31267,1.0,precision,0.3268160562009353
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2021-2025,far_east,Far East,10457,1230,1.0,precision,0.16432947583390062
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2021-2025,central_asia,Central Asia,45961,2503,1.0,precision,0.08384458077709611
logistic_regression_full,main_model_comparison,Logistic Regression (linear SGD),full features,test_2021-2025,europe,Europe,52062,2848,1.0,precision,0.12616215135459363
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,validation,global,Global,147424,28826,0.3036547601222992,precision,0.337274388016076
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test,global,Global,321173,49514,0.3036547601222992,precision,0.29631200530863266
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test,eastern_siberia,Eastern Siberia,128260,31267,0.3036547601222992,precision,0.3776934284180661
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test,far_east,Far East,10457,1230,0.3036547601222992,precision,0.21334971334971334
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test,central_asia,Central Asia,45961,2503,0.3036547601222992,precision,0.09382842509603073
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test,europe,Europe,52062,2848,0.3036547601222992,precision,0.1443079023724185
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2021,global,Global,87238,24772,0.3036547601222992,precision,0.452092288120892
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2021,eastern_siberia,Eastern Siberia,44639,19789,0.3036547601222992,precision,0.5552554516248258
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2021,far_east,Far East,2141,270,0.3036547601222992,precision,0.2306910569105691
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2021,central_asia,Central Asia,10197,903,0.3036547601222992,precision,0.14142023737678536
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2021,europe,Europe,11926,847,0.3036547601222992,precision,0.19741207697412078
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2022,global,Global,58312,4923,0.3036547601222992,precision,0.17642136581283993
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2022,eastern_siberia,Eastern Siberia,18946,1456,0.3036547601222992,precision,0.16598044261451364
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2022,far_east,Far East,2076,192,0.3036547601222992,precision,0.1837160751565762
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2022,central_asia,Central Asia,9862,698,0.3036547601222992,precision,0.12479627473806752
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2022,europe,Europe,10330,382,0.3036547601222992,precision,0.10570918822479929
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2023,global,Global,60888,6898,0.3036547601222992,precision,0.22361019513519803
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2023,eastern_siberia,Eastern Siberia,18853,1391,0.3036547601222992,precision,0.12280137280137281
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2023,far_east,Far East,2267,333,0.3036547601222992,precision,0.25237683664649957
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2023,central_asia,Central Asia,9281,411,0.3036547601222992,precision,0.06993006993006994
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2023,europe,Europe,10456,494,0.3036547601222992,precision,0.11405405405405405
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2024,global,Global,65063,9134,0.3036547601222992,precision,0.25521034011699184
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2024,eastern_siberia,Eastern Siberia,26660,6189,0.3036547601222992,precision,0.32537439105070065
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2024,far_east,Far East,2229,298,0.3036547601222992,precision,0.2150706436420722
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2024,central_asia,Central Asia,9003,187,0.3036547601222992,precision,0.04221165279429251
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2024,europe,Europe,10472,493,0.3036547601222992,precision,0.11804670912951168
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2025,global,Global,49672,3787,0.3036547601222992,precision,0.163280784441194
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2025,eastern_siberia,Eastern Siberia,19162,2442,0.3036547601222992,precision,0.23294117647058823
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2025,far_east,Far East,1744,137,0.3036547601222992,precision,0.14285714285714285
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2025,central_asia,Central Asia,7618,304,0.3036547601222992,precision,0.06011960969468052
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2025,europe,Europe,8878,632,0.3036547601222992,precision,0.16393442622950818
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2021-2023,global,Global,206438,36593,0.3036547601222992,precision,0.3329064526212829
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2021-2023,eastern_siberia,Eastern Siberia,82438,22636,0.3036547601222992,precision,0.4202299642235359
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2021-2023,far_east,Far East,6484,795,0.3036547601222992,precision,0.22426589222329785
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2021-2023,central_asia,Central Asia,29340,2012,0.3036547601222992,precision,0.11544978434996919
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2021-2023,europe,Europe,32712,1723,0.3036547601222992,precision,0.14677737123557558
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2021-2025,global,Global,321173,49514,0.3036547601222992,precision,0.29631200530863266
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2021-2025,eastern_siberia,Eastern Siberia,128260,31267,0.3036547601222992,precision,0.3776934284180661
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2021-2025,far_east,Far East,10457,1230,0.3036547601222992,precision,0.21334971334971334
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2021-2025,central_asia,Central Asia,45961,2503,0.3036547601222992,precision,0.09382842509603073
poisson_point_process_full,main_model_comparison,Poisson Point-Process GLM,full features,test_2021-2025,europe,Europe,52062,2848,0.3036547601222992,precision,0.1443079023724185
catboost_full,main_model_comparison,CatBoost,all features,validation,global,Global,147424,28826,0.4920829446562272,precision,0.40976393941957867
catboost_full,main_model_comparison,CatBoost,all features,test,global,Global,321173,49514,0.4920829446562272,precision,0.3866930421881538
catboost_full,main_model_comparison,CatBoost,all features,test,eastern_siberia,Eastern Siberia,128260,31267,0.4920829446562272,precision,0.43778106373572767
catboost_full,main_model_comparison,CatBoost,all features,test,far_east,Far East,10457,1230,0.4920829446562272,precision,0.30345572354211664
catboost_full,main_model_comparison,CatBoost,all features,test,central_asia,Central Asia,45961,2503,0.4920829446562272,precision,0.1343710860619073
catboost_full,main_model_comparison,CatBoost,all features,test,europe,Europe,52062,2848,0.4920829446562272,precision,0.22818944029005211
catboost_full,main_model_comparison,CatBoost,all features,test_2021,global,Global,87238,24772,0.4920829446562272,precision,0.5139414256268545
catboost_full,main_model_comparison,CatBoost,all features,test_2021,eastern_siberia,Eastern Siberia,44639,19789,0.4920829446562272,precision,0.5833057104113304
catboost_full,main_model_comparison,CatBoost,all features,test_2021,far_east,Far East,2141,270,0.4920829446562272,precision,0.3344103392568659
catboost_full,main_model_comparison,CatBoost,all features,test_2021,central_asia,Central Asia,10197,903,0.4920829446562272,precision,0.17363896848137536
catboost_full,main_model_comparison,CatBoost,all features,test_2021,europe,Europe,11926,847,0.4920829446562272,precision,0.3008356545961003
catboost_full,main_model_comparison,CatBoost,all features,test_2022,global,Global,58312,4923,0.4920829446562272,precision,0.2345258375922771
catboost_full,main_model_comparison,CatBoost,all features,test_2022,eastern_siberia,Eastern Siberia,18946,1456,0.4920829446562272,precision,0.17444101773323054
catboost_full,main_model_comparison,CatBoost,all features,test_2022,far_east,Far East,2076,192,0.4920829446562272,precision,0.25675675675675674
catboost_full,main_model_comparison,CatBoost,all features,test_2022,central_asia,Central Asia,9862,698,0.4920829446562272,precision,0.15866666666666668
catboost_full,main_model_comparison,CatBoost,all features,test_2022,europe,Europe,10330,382,0.4920829446562272,precision,0.15855354659248957
catboost_full,main_model_comparison,CatBoost,all features,test_2023,global,Global,60888,6898,0.4920829446562272,precision,0.29749973057441537
catboost_full,main_model_comparison,CatBoost,all features,test_2023,eastern_siberia,Eastern Siberia,18853,1391,0.4920829446562272,precision,0.16270566727605118
catboost_full,main_model_comparison,CatBoost,all features,test_2023,far_east,Far East,2267,333,0.4920829446562272,precision,0.36363636363636365
