Model,model,model_name,model_type,Feature set,feature_set,Region,region,region_display,split,evaluation_type,is_primary,calibration_method,test_universe,test_period,support,weighted_support,positives,observed_prevalence,mean_calibrated_predicted_probability,PR-AUC,average_precision,ROC-AUC,roc_auc,weighted_brier_score,Brier,weighted_logloss,reliability_ece,reliability_mce,reliability_rmse,daily_expected_observed_count_mae,max_f1,precision_at_max_f1,recall_at_max_f1,threshold_at_max_f1,predicted_positive_grid_cells_at_max_f1,calibration_intercept,calibration_slope,expected_fire_positive_grid_cells,observed_fire_positive_grid_cells,expected_observed_count_ratio,observed_prevalence_error,average_precision_error,roc_auc_error,max_f1_error,weighted_brier_score_error,weighted_logloss_error,expected_observed_count_ratio_error,mean_calibrated_predicted_probability_error,period
Minimal MLP (global full),Minimal MLP (global full),Minimal MLP (global full),Neural,daily spatial neural dense full-grid,daily spatial neural dense full-grid,Global,global,Global,test_2022,primary_full_grid_calibrated,True,prior_offset_month,land_or_burnable,2022,3587444,3587444.0,357.0,9.951374850729378e-05,2.3240331650802176e-05,0.0003176972094659,0.0003176972094659,0.8444164933190381,0.8444164933190381,9.950317113433496e-05,9.950317113433496e-05,0.0010070283545154,7.809034500351574e-05,0.0003857043495789,0.0001430965327399,9.736848019993207,0.0007556059292841,0.0003780028995045,0.7142857142857143,3.995576676283587e-05,674598.0,-0.0638389290324267,0.8437410074056826,83.37338833872256,357.0,0.233538902909587,0.0,0.0004118166021168,0.0788877022791352,0.0044509451880762,2.4397900758851953e-09,5.9033580074621145e-05,0.0015748033409552,1.5748033409974686e-07,2022
Minimal MLP full-grid optimized,Minimal MLP full-grid optimized,Minimal MLP full-grid optimized,Neural,daily spatial neural dense full-grid,daily spatial neural dense full-grid,Global,global,Global,test_2022,primary_full_grid_calibrated,True,prior_offset_month,land_or_burnable,2022,3587444,3587444.0,357.0,9.951374850729378e-05,1.927880669562522e-05,0.0003133221783554,0.0003133221783554,0.8356453448776928,0.8356453448776928,9.950614838226778e-05,9.950614838226778e-05,0.0010300750438637,8.538109863143126e-05,0.0003749293103169,0.0001448846754234,9.934826987234183,0.0007616456433461,0.0003810998909687,0.5238095238095238,4.147946589829e-05,490685.0,-0.0704977829363847,0.8413309252814019,69.16163940738052,357.0,0.1937300823736149,0.0,0.0007147002961691,0.0179443033741835,0.0029148541985628,1.265708487837278e-09,7.699307859021047e-06,0.0015630145050988,1.563014505098878e-07,2022
Minimal MLP full-grid rank optimized,Minimal MLP full-grid rank optimized,Minimal MLP full-grid rank optimized,Neural,daily spatial neural dense full-grid,daily spatial neural dense full-grid,Global,global,Global,test_2022,primary_full_grid_calibrated,True,prior_offset_month,land_or_burnable,2022,3587444,3587444.0,357.0,9.951374850729378e-05,2.1582262895967736e-05,0.00032013290901864155,0.00032013290901864155,0.8383581208949553,0.8383581208949553,9.950389886730361e-05,9.950389886730361e-05,0.0010223181613241393,7.873553575366323e-05,0.0004258863901910283,0.00013956750633319223,9.792215634294012,0.0007970556763316309,0.00039881154160601405,0.5602240896358543,4.748521850354593e-05,501490.0,-0.0616027244089279,0.834747609374663,77.4251595325935,357.0,0.21687719757028992,0.0,9.690936554438268e-05,0.029599313950091254,0.0003005040411031413,2.4326138655516667e-09,2.3821748778977388e-05,0.0014428960481712402,1.4428960481712482e-07,2022
