model_name,model_type,index,evaluation_type,score_transform,scale,spatial_resolution_degrees,support_units,weighted_support,positive_units,observed_prevalence,average_precision,roc_auc,max_f1,precision_at_max_f1,recall_at_max_f1,threshold_at_max_f1,observed_fire_positive_grid_cells,weighted_score_sum,weighted_score_observed_ratio,observed_prevalence_error,average_precision_error,roc_auc_error,max_f1_error
FWI drtmrk,Fire weather index,drtmrk,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,coarse_0.5_degree_cell_day,0.5,658841,138711389.95495126,131178.03780726032,0.0009456904573579,0.0029544143131704,0.8120886666707465,0.0085673672667356,0.0043304489666828,0.396667190176226,0.6420279610293066,12578.0,77433475.746975,590.2929868546128,0.0001063462449502,0.0006898144203196,0.0267210325236594,0.0018188297691853
FWI drtmrk,Fire weather index,drtmrk,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,coarse_1_degree_cell_day,1.0,553954,138711389.95495132,398778.2005779936,0.002874877115048,0.0083467467589541,0.8033936391760413,0.0221798210160715,0.0114208994864293,0.3826615431138444,0.6333937050086154,12578.0,77433475.74697508,194.17680212895823,0.0001101478445156,0.0005643951549227,0.0067573826360893,0.0015821876007113
FWI dufmcode,Fire weather index,dufmcode,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,exact_0.1_degree_cell_day,0.1,1618034,319865630.1212056,18798.0,5.876842720762758e-05,0.0007248958254086,0.9320021256903784,0.0020142889519576,0.0010110167954521,0.2629535056920949,0.1028657616892911,18798.0,4405543.257457178,234.362339475326,3.4493527938894706e-12,3.777927130760105e-05,0.0025512065977469,0.0001571335076886
FWI dufmcode,Fire weather index,dufmcode,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,neighborhood_3x3_cell_day,0.3,1618034,319865630.1212056,79597.92808867735,0.0002488480180209,0.0028175835649337,0.9219424800073182,0.0083596350614811,0.0042298942992915,0.3530616462874972,0.0901960784313725,79597.92808867735,4405543.257457178,55.34746146343296,7.743645821480358e-05,0.0014894943902614,0.0491593195719863,0.0066957341692158
FWI dufmcode,Fire weather index,dufmcode,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,coarse_0.5_degree_cell_day,0.5,1515612,319865630.1212056,199797.73539679265,0.000624630209007,0.0063014758648058,0.9125794462673992,0.0188773680904022,0.0097343011864525,0.3108040112653986,0.0914042157178166,18798.0,4405543.257342289,22.050015975944405,7.382359817102888e-05,0.0021742542756965,0.0222506908439085,0.0184244623373325
FWI dufmcode,Fire weather index,dufmcode,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,coarse_1_degree_cell_day,1.0,1275601,319865630.1212056,602797.2239226756,0.001884532651083,0.0162837222566891,0.9051923011546548,0.0446094418449581,0.0240353634886416,0.3097705357341465,0.0835930953578012,18798.0,4405543.25734229,7.308499579321412,9.522009203395828e-05,0.002794204842667,0.0117388446363086,0.0063594028627678
FWI ercnfdr,Fire weather index,ercnfdr,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,exact_0.1_degree_cell_day,0.1,706071,138711389.9549513,12578.0,9.067748512998756e-05,0.0014978991192425,0.9027808469307316,0.0061257873307891,0.0031954052159517,0.0738591190968357,0.7209302325581395,12578.0,10059354.718006449,799.7578882180352,2.6387761844962297e-12,8.663033630764528e-05,0.0060241639589959,0.0005120982939204
FWI ercnfdr,Fire weather index,ercnfdr,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,neighborhood_3x3_cell_day,0.3,706071,138711389.9549513,54378.01654063758,0.0003920227211211,0.0064989751072195,0.9020851177317905,0.0220677976118023,0.0151205314262493,0.0408254005554504,0.7674418604651163,54378.01654063758,10059354.718006449,184.989364415102,8.226811932801812e-05,0.0032054198084523,0.0203270947787489,0.0173579842162266
FWI ercnfdr,Fire weather index,ercnfdr,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,coarse_0.5_degree_cell_day,0.5,658841,138711389.95495126,131178.03780726032,0.0009456904573579,0.0114188146345594,0.8801210764433388,0.0421242644320901,0.0228033165796095,0.2758389512416964,0.5350577044373194,12578.0,10059354.717917988,76.68474758546186,5.385349397872882e-05,0.0038436912298743,0.0253234393338818,0.0156395690028618
FWI ercnfdr,Fire weather index,ercnfdr,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,coarse_1_degree_cell_day,1.0,553954,138711389.95495132,398778.2005779936,0.002874877115048,0.0290456919934769,0.8799443759968668,0.0860173575068926,0.0525260861524072,0.2373627050735875,0.5116859013011659,12578.0,10059354.717917994,25.22543785849776,0.0002322427295122,0.006975745318843,0.0035984591705175,0.0101999709317616
FWI fbupinx,Fire weather index,fbupinx,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,exact_0.1_degree_cell_day,0.1,1618034,319865630.1212056,18798.0,5.876842720762758e-05,0.000738395063966,0.9305950032018429,0.0021151226276499,0.0010620903563377,0.2480051069262687,0.152891310929458,18798.0,6882344.595972414,366.12110841432144,2.2711331744557887e-12,3.0231482133800148e-05,0.0028969730360129,0.0001869690723564
FWI fbupinx,Fire weather index,fbupinx,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,neighborhood_3x3_cell_day,0.3,1618034,319865630.1212056,79597.92808867735,0.0002488480180209,0.0028550535026803,0.9213942918200744,0.0084406967425766,0.0042759788436187,0.3243927220527292,0.1362397820163488,79597.92808867735,6882344.595972414,86.46386609843698,8.000249953457631e-05,0.0018915048138019,0.0192436889673607,0.0076437609350257
FWI fbupinx,Fire weather index,fbupinx,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,coarse_0.5_degree_cell_day,0.5,1515612,319865630.1212056,199797.73539679265,0.000624630209007,0.0063160320748388,0.9109163786928054,0.0185707771911218,0.0096751158931635,0.2305130057035372,0.1481481481481481,18798.0,6882344.5958613,34.44655957838516,0.0001357070864729,0.0023435063105453,0.0337137927955873,0.0105843433521153
FWI fbupinx,Fire weather index,fbupinx,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,coarse_1_degree_cell_day,1.0,1275601,319865630.1212056,602797.2239226756,0.001884532651083,0.016214988583714,0.9022583131653926,0.0453453012362105,0.0246167351928052,0.2870896892286861,0.1274955026953017,18798.0,6882344.595861303,11.417346203394525,0.0001225817633012,0.003050985863953,0.0133922524769965,0.0089476291268034
FWI fdimrk,Fire weather index,fdimrk,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,exact_0.1_degree_cell_day,0.1,706071,138711389.9549513,12578.0,9.067748512998756e-05,0.0009047787770946,0.91261789052705,0.002521304852659,0.0012650973629349,0.3588010812529814,0.1406429958208562,12578.0,3707794.369183179,294.7840967708045,1.7211781880900145e-12,1.905792148277403e-05,0.005266849909382,6.985598235948797e-05
FWI fdimrk,Fire weather index,fdimrk,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,neighborhood_3x3_cell_day,0.3,706071,138711389.9549513,54378.01654063758,0.0003920227211211,0.0038191795208816,0.9120929485254962,0.0103616595815503,0.0052667506205392,0.3175730331095012,0.144887952877686,54378.01654063758,3707794.369183179,68.18553902958715,0.0001103649054603,0.0008322802465018,0.0270920335708109,0.0031153385148513
FWI fdimrk,Fire weather index,fdimrk,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,coarse_0.5_degree_cell_day,0.5,658841,138711389.95495126,131178.03780726032,0.0009456904573579,0.0075473693278576,0.8874724566408447,0.0212141769734284,0.0110082368949368,0.2910776671024549,0.1417865016946921,12578.0,3707794.3691032906,28.26535928697608,0.0001483015943587,0.0017787704985508,0.0268562874164109,0.0036634358237472
FWI fdimrk,Fire weather index,fdimrk,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,coarse_1_degree_cell_day,1.0,553954,138711389.95495132,398778.2005779936,0.002874877115048,0.0199075744727677,0.8821714722150062,0.0528276098172719,0.0282156077855659,0.4136310186696843,0.1176098185032836,12578.0,3707794.369103291,9.29788630322981,0.0001854326247352,0.0025990955004057,0.0162536088128259,0.0060478222118387
FWI fdsrte,Fire weather index,fdsrte,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,exact_0.1_degree_cell_day,0.1,1618034,319865630.1212056,18798.0,5.876842720762758e-05,0.0008552815679572,0.9447714978336158,0.0023020333153808,0.0011547396324083,0.3570060644749441,0.064986353486064,18798.0,1843208.8098162229,98.05345301714134,1.4373248596141558e-12,0.0015516146775717,0.0034127053049502,0.0026587485760235
FWI fdsrte,Fire weather index,fdsrte,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,neighborhood_3x3_cell_day,0.3,1618034,319865630.1212056,79597.92808867735,0.0002488480180209,0.0032047071688581,0.9345297251471752,0.008702048364225,0.0044062835064507,0.346943186863171,0.0618641965098006,79597.92808867735,1843208.8098162229,23.156492311744177,5.2481910819002754e-05,0.0011341597011423,0.0133009477811611,0.0023720594159966
FWI fdsrte,Fire weather index,fdsrte,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,coarse_0.5_degree_cell_day,0.5,1515612,319865630.1212056,199797.73539679265,0.000624630209007,0.0074584429618393,0.927346079695005,0.0189744616307844,0.0097525599627563,0.3487170117825809,0.056488297080473,18798.0,1843208.80967826,9.22537388201478,0.0001673723871105,0.0034027657486747,0.0145710421852782,0.0102134830928672
FWI fdsrte,Fire weather index,fdsrte,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,coarse_1_degree_cell_day,1.0,1275601,319865630.1212056,602797.2239226756,0.001884532651083,0.0190451314789506,0.920365988710494,0.0464937174870649,0.024931874571216,0.3439657698440109,0.0504287346568575,18798.0,1843208.8096782616,3.057759287304136,0.0002152201173595,0.0041626069211842,0.0137378565904251,0.009352970860937
FWI ffmcode,Fire weather index,ffmcode,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,exact_0.1_degree_cell_day,0.1,1618034,319865630.1212056,18798.0,5.876842720762758e-05,0.0008507097292527,0.9362342633289408,0.0022617422337943,0.0011383515522912,0.1720927758272156,0.9455767123405816,18798.0,210293653.80952552,11187.022758246916,2.412515022908597e-12,0.0007792726620408,0.0029688653590999,0.0011111475581475
FWI ffmcode,Fire weather index,ffmcode,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,neighborhood_3x3_cell_day,0.3,1618034,319865630.1212056,79597.92808867735,0.0002488480180209,0.0035214506179671,0.92829165087407,0.0106349257787056,0.0056198202530149,0.0988339932532001,0.9559092201431344,79597.92808867735,210293653.80952552,2641.9488403673586,8.932806295467627e-05,0.0018283813924903,0.0239766034896721,0.0163084566786267
FWI ffmcode,Fire weather index,ffmcode,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,coarse_0.5_degree_cell_day,0.5,1515612,319865630.1212056,199797.73539679265,0.000624630209007,0.0075125894286236,0.9184560758164386,0.0202735953856853,0.0112197473598149,0.105020863498879,0.951913204888615,18798.0,210293653.8095257,1052.532719612104,7.567764971286889e-05,0.0053974894043897,0.0215501801687016,0.0158708064618136
FWI ffmcode,Fire weather index,ffmcode,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,coarse_1_degree_cell_day,1.0,1275601,319865630.1212056,602797.2239226756,0.001884532651083,0.0197588086794668,0.911273369706781,0.0476901732026798,0.0260491540842911,0.2818172945412159,0.9310354152561284,18798.0,210293653.80952564,348.863009754838,0.000172451906122,0.005389042468296,0.0209675378950566,0.0091970781192691
FWI fwinx,Fire weather index,fwinx,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,exact_0.1_degree_cell_day,0.1,1618034,319865630.1212056,18798.0,5.876842720762758e-05,0.0008561049769101,0.945014048323124,0.0023044226714125,0.0011556898511324,0.3828066815618682,0.2078881413969375,18798.0,8831507.835378014,469.8110349706359,2.991586946423576e-12,0.0022999630680288,0.0025313992874635,0.0033001104321962
FWI fwinx,Fire weather index,fwinx,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,neighborhood_3x3_cell_day,0.3,1618034,319865630.1212056,79597.92808867735,0.0002488480180209,0.0032096460323058,0.9350582689343204,0.0087161748284183,0.004410153615555,0.3691422548578058,0.2025062656548883,79597.92808867735,8831507.835378014,110.95147885682566,4.633765856662082e-05,0.0015081808464033,0.0509785018570434,0.0058224238844928
FWI fwinx,Fire weather index,fwinx,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,coarse_0.5_degree_cell_day,0.5,1515612,319865630.1212056,199797.73539679265,0.000624630209007,0.007457724929539,0.9271699742429392,0.0189495623427563,0.0097403961662302,0.3474507237400369,0.19720353514434,18798.0,8831507.835369904,44.20224192150499,0.0001019319617777,0.0030268114586331,0.0200762054926112,0.0095618566946734
FWI fwinx,Fire weather index,fwinx,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,coarse_1_degree_cell_day,1.0,1275601,319865630.1212056,602797.2239226756,0.001884532651083,0.0190564427082442,0.9198038897052052,0.0464845798674812,0.0249409942533206,0.3412517487532913,0.1849184364325057,18798.0,8831507.8353699,14.650876754054323,0.0001313286817998,0.0051945114285759,0.0102890917846925,0.0073095965063462
FWI icnfdr,Fire weather index,icnfdr,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,exact_0.1_degree_cell_day,0.1,706071,138711389.9549513,12578.0,9.067748512998756e-05,0.001248835474941,0.8802900258318586,0.0055584031449541,0.0029774534525638,0.0417395452377166,0.5352112676056338,12578.0,5620794.199182108,446.8750357117275,5.295837911282198e-13,3.405502631894391e-05,0.0008206724499963,0.000440177596968
FWI icnfdr,Fire weather index,icnfdr,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,neighborhood_3x3_cell_day,0.3,706071,138711389.9549513,54378.01654063758,0.0003920227211211,0.0054786982243218,0.8814460449642496,0.0245731772098771,0.0170046810098317,0.0442826256877317,0.5492957746478874,54378.01654063758,5620794.199182108,103.36519345058488,5.4714332191492736e-05,0.0047287798341179,0.0374341113148263,0.0262813715355138
FWI icnfdr,Fire weather index,icnfdr,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,coarse_0.5_degree_cell_day,0.5,658841,138711389.95495126,131178.03780726032,0.0009456904573579,0.0101609541012096,0.8691204252275219,0.0395783965530622,0.0277709047647929,0.0688529378419711,0.4788732394366197,12578.0,5620794.199080874,42.84859183089768,6.824807062230233e-05,0.0044257691057409,0.0225717963965113,0.0195834754477138
FWI icnfdr,Fire weather index,icnfdr,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,coarse_1_degree_cell_day,1.0,553954,138711389.95495132,398778.2005779936,0.002874877115048,0.0258544413557121,0.8715857020594258,0.0730410731111968,0.0445241912659797,0.2031631065528804,0.3380632049617059,12578.0,5620794.199080872,14.095038773512544,0.0002542736248456,0.0072241813211758,0.0136717871681485,0.0158108100640406
FWI infsinx,Fire weather index,infsinx,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,exact_0.1_degree_cell_day,0.1,1618034,319865630.1212056,18798.0,5.876842720762758e-05,0.0006273586737388,0.9242239132876297,0.0022686987343023,0.0016639060919061,0.0035642089583998,0.4978701652280436,18798.0,7859767.047574701,418.1171958492766,2.75329879501792e-12,0.0019035368050279,0.0053454473733223,0.0026128931091757
FWI infsinx,Fire weather index,infsinx,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,neighborhood_3x3_cell_day,0.3,1618034,319865630.1212056,79597.92808867735,0.0002488480180209,0.0023590237354765,0.91281612350478,0.0070933044147604,0.0037719704568315,0.0593732082486445,0.2106406542111365,79597.92808867735,7859767.047574701,98.74336224956008,5.7987572727888666e-05,0.0013609815091178,0.0234518458019519,0.0083273502803171
FWI infsinx,Fire weather index,infsinx,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,coarse_0.5_degree_cell_day,0.5,1515612,319865630.1212056,199797.73539679265,0.000624630209007,0.005908989311329,0.9052639051998428,0.0175160258324943,0.010540382138772,0.0517921885919782,0.2258476741478169,18798.0,7859767.047570905,39.33861928897915,0.0001178377652559,0.0029013568961018,0.0187482116042394,0.0089479183357887
FWI infsinx,Fire weather index,infsinx,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,coarse_1_degree_cell_day,1.0,1275601,319865630.1212056,602797.2239226756,0.001884532651083,0.0154351014968149,0.8983178068151805,0.0351139102129818,0.0187599811482745,0.2737830565417786,0.1107725990535574,18798.0,7859767.047570906,13.038824227535695,0.0002139672655,0.003644891129552,0.0127283932851192,0.0070561517020095
FWI kbdi,Fire weather index,kbdi,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,exact_0.1_degree_cell_day,0.1,706071,138711389.9549513,12578.0,9.067748512998756e-05,0.0004918145326044,0.8862869025823976,0.0013589896570914,0.0006805935855608,0.4208936237875656,0.0900461654418692,12578.0,3063381.737436326,243.55078211451155,2.2870491904731238e-12,9.295267358863052e-06,0.0019769231998566,2.5109799060096187e-05
FWI kbdi,Fire weather index,kbdi,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,neighborhood_3x3_cell_day,0.3,706071,138711389.9549513,54378.01654063758,0.0003920227211211,0.0021542121346506,0.8724659141850992,0.0075096945759869,0.0074263149194266,0.007594967798779,0.8390804597701149,54378.01654063758,3063381.737436326,56.33492967046731,3.895636943593227e-05,0.0025216196671469,0.0226540316953906,0.0281836243851554
FWI kbdi,Fire weather index,kbdi,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,coarse_0.5_degree_cell_day,0.5,658841,138711389.95495126,131178.03780726032,0.0009456904573579,0.0043438943156843,0.8546723533395476,0.0123161556175531,0.0062640309517736,0.3640702758450948,0.091468053683444,12578.0,3063381.737383532,23.35285531513417,0.0001167345098794,0.0022192897471675,0.027915951991126,0.0200377059404251
FWI kbdi,Fire weather index,kbdi,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,coarse_1_degree_cell_day,1.0,553954,138711389.95495132,398778.2005779936,0.002874877115048,0.0119080272180286,0.8485072013015914,0.0314984100134209,0.0164705126118345,0.3596211627975106,0.0814130821621902,12578.0,3063381.737383532,7.681918753320048,8.356366124350208e-05,0.0017997125409961,0.0200506829426562,0.0042192153699077
FWI scnfdr,Fire weather index,scnfdr,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,exact_0.1_degree_cell_day,0.1,706071,138711389.9549513,12578.0,9.067748512998756e-05,0.0003068766576701,0.818928249677072,0.0016662940072552,0.0012804069307493,0.0023851168707266,0.5384615384615384,12578.0,2179421.7684742995,173.27252094723323,9.335907709737944e-13,0.000508333746856,0.0034130977942783,0.0011110746538775
FWI scnfdr,Fire weather index,scnfdr,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,neighborhood_3x3_cell_day,0.3,706071,138711389.9549513,54378.01654063758,0.0003920227211211,0.0013650836702421,0.8223150864500954,0.0042127982074891,0.0027088853733467,0.0094707448293086,0.3461538461538461,54378.01654063758,2179421.7684742995,40.07909642760843,9.563565148448228e-05,0.0006090792726562,0.0431539879798686,0.0113760532654299
FWI scnfdr,Fire weather index,scnfdr,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,coarse_0.5_degree_cell_day,0.5,658841,138711389.95495126,131178.03780726032,0.0009456904573579,0.0032866493745488,0.8120667200148225,0.0098169333673161,0.0052207634802097,0.0820563767826852,0.1153846153846154,12578.0,2179421.7683732104,16.614227540708967,8.057050045222101e-05,0.0103799361060666,0.0205028670844257,0.0172823650432513
FWI scnfdr,Fire weather index,scnfdr,fire_weather_index_full_grid_ranking,minmax_per_index_evaluation_rows,coarse_1_degree_cell_day,1.0,553954,138711389.95495132,398778.2005779936,0.002874877115048,0.008646328683679,0.8181403976535702,0.02577001946409,0.0133474951535633,0.3718660025811532,0.0384615384615384,12578.0,2179421.7683732114,5.465248013335886,0.0001785501185733,0.0024715752249967,0.0075951452484267,0.0023287877749004
FWI Logistic Regression (train 2022),FWI logistic regression,logistic_train_2022,fire_weather_index_full_grid_ranking,weighted_logistic_regression_probability,exact_0.1_degree_cell_day,0.1,1097860,216541615.0044931,15228.0,7.032366503632122e-05,0.00021079661965509613,0.6968367047027944,0.0009210661753911534,0.0004643328135149967,0.05627790911478855,0.00020148340263403952,15228.0,26440.637752577626,1.7363171626331513,1.8810985766383852e-12,2.1601557223301096e-05,0.01430093298109756,0.0004876944458860154
FWI Logistic Regression (train 2022),FWI logistic regression,logistic_train_2022,fire_weather_index_full_grid_ranking,weighted_logistic_regression_probability,neighborhood_3x3_cell_day,0.30000000000000004,1097860,216541615.0044931,65228.0034305466,0.00030122617968464475,0.0010167710569334008,0.7114108246667952,0.004903169712658749,0.0026095314767725997,0.04050411355822677,0.00021506886696442962,65228.0034305466,26440.637752577626,0.4053571527868557,5.633865131422185e-05,0.0003797815379147153,0.07149423402620987,0.00146975434582801
FWI Logistic Regression (train 2022),FWI logistic regression,logistic_train_2022,fire_weather_index_full_grid_ranking,weighted_logistic_regression_probability,coarse_0.5_degree_cell_day,0.5,1026923,216541615.00449306,163627.94472723128,0.0007556420262397883,0.002590616313829734,0.7291631932162491,0.009862359793338047,0.0051459503783471945,0.11815221000894773,0.00018875240325896332,15228.0,26440.63775257762,0.16158998878006023,0.000193634253862394,0.0008693800176737036,0.03161436543122021,0.008114705150783705
FWI Logistic Regression (train 2022),FWI logistic regression,logistic_train_2022,fire_weather_index_full_grid_ranking,weighted_logistic_regression_probability,coarse_1_degree_cell_day,1.0,864041,216541615.00449315,486827.95325405104,0.002248195817898327,0.008048800807892895,0.7489189276191103,0.02714867899422555,0.015549087222518309,0.10688382425422821,0.00019000286625892902,15228.0,26440.63775257762,0.05431207796479916,0.00017099411219239635,0.0028464906724733033,0.045826142864182205,0.01281474968504366
