Model,model,model_name,model_type,index,Feature set,feature_set,Region,region,region_display,split,evaluation_type,is_primary,score_transform,test_universe,test_period,available_months,available_days,support,weighted_support,positives,observed_prevalence,mean_normalized_score,average_precision,roc_auc,max_f1,precision_at_max_f1,recall_at_max_f1,threshold_at_max_f1,predicted_positive_grid_cells_at_max_f1,raw_score_min,raw_score_max,raw_score_mean,raw_threshold_at_max_f1,observed_prevalence_error,average_precision_error,roc_auc_error,max_f1_error
FWI ercnfdr,FWI ercnfdr,FWI ercnfdr,Fire weather index,ercnfdr,FWI GRIB index,FWI GRIB index,Global,global,Global,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2023-03-01 to 2024-10-31 (available FWI dates only),"2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10",490,706071,138711389.9549513,12578.0,9.067748512998756e-05,0.0725200340158434,0.0014978991192425,0.9027808469307316,0.0061257873307891,0.0031954052159517,0.0738591190968357,0.7209302325581395,290729.9504182949,0.0,43.0,3.374418436672799,31.0,1.3261328872287465e-12,0.0004650524924141,0.0038097094542586,0.0008950614658551
FWI ercnfdr,FWI ercnfdr,FWI ercnfdr,Fire weather index,ercnfdr,FWI GRIB index,FWI GRIB index,Eastern Siberia,eastern_siberia,Eastern Siberia,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2023-03-01 to 2024-10-31 (available FWI dates only),"2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10",490,241180,46942770.29058654,6499.0,0.0001384451739803,0.0858144431800958,0.0019345088057038,0.8992476617938854,0.0071591037974104,0.0037181699692884,0.0960147715033082,0.7209302325581395,167824.49569389198,0.0,43.0,3.374418436672799,31.0,2.9044484442169684e-12,9.257311719484482e-05,0.0023805024810226,0.0005010756411782
FWI ercnfdr,FWI ercnfdr,FWI ercnfdr,Fire weather index,ercnfdr,FWI GRIB index,FWI GRIB index,Far East,far_east,Far East,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2023-03-01 to 2024-10-31 (available FWI dates only),"2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10",490,25710,5039721.539219677,514.0,0.0001019897619342,0.0820013504403753,0.0006913244021138,0.8165895433255206,0.0030103226347454,0.0015186661506787,0.169260700389105,0.5348837209302325,57287.113406141805,0.0,43.0,3.374418436672799,23.0,2.6576685811080054e-12,7.098531311685964e-05,0.0049328460261581,0.0011091512802905
FWI ercnfdr,FWI ercnfdr,FWI ercnfdr,Fire weather index,ercnfdr,FWI GRIB index,FWI GRIB index,Central Asia,central_asia,Central Asia,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2023-03-01 to 2024-10-31 (available FWI dates only),"2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10",490,38515,7664803.735165268,192.0,2.504956508137649e-05,0.079918539401989,6.877697390119982e-05,0.7558459531934345,0.0003883489911473,0.0001950836219067,0.0416666666666666,0.5581395348837209,41008.05552925345,0.0,43.0,3.374418436672799,24.0,8.181584071242169e-13,4.89432753799797e-06,0.0066391944968446,0.0001525575508394
FWI ercnfdr,FWI ercnfdr,FWI ercnfdr,Fire weather index,ercnfdr,FWI GRIB index,FWI GRIB index,Europe,europe,Europe,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2023-03-01 to 2024-10-31 (available FWI dates only),"2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10",490,102693,20464801.76167879,371.0,1.8128687700982928e-05,0.0918958347517428,5.934817988371685e-05,0.7568867598797557,0.0005214815725104,0.000265884851528,0.013477088948787,0.7441860465116279,18805.133016282594,0.0,43.0,3.374418436672799,32.0,3.803896988431478e-13,6.333039019611432e-06,0.0080303855256334,0.0002148058682521
FWI fbupinx,FWI fbupinx,FWI fbupinx,Fire weather index,fbupinx,FWI GRIB index,FWI GRIB index,Global,global,Global,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2022-01-01 to 2025-10-02 (available FWI dates only),"2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10",1130,1618034,319865630.1212056,18798.0,5.876842720762758e-05,0.0215163617086755,0.000738395063966,0.9305950032018429,0.0021151226276499,0.0010620903563377,0.2480051069262687,0.152891310929458,4389457.047774504,0.0,825.75,18.66390802047423,126.25,4.009622218867026e-12,6.287937772168536e-05,0.0034905994413754,0.0002297471297956
FWI fbupinx,FWI fbupinx,FWI fbupinx,Fire weather index,fbupinx,FWI GRIB index,FWI GRIB index,Eastern Siberia,eastern_siberia,Eastern Siberia,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2022-01-01 to 2025-10-02 (available FWI dates only),"2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10",1130,550908,108239035.2723858,9761.0,9.018003509950212e-05,0.0212176918667091,0.0027790473309732,0.9407737107580768,0.0160271816045505,0.00955076617711,0.0497899805347812,0.2452316076294278,50885.96987797434,0.0,825.75,18.66390802047423,202.5,3.1687387333054573e-12,0.0002158818710078,0.0026847574330287,0.0030177455766205
FWI fbupinx,FWI fbupinx,FWI fbupinx,Fire weather index,fbupinx,FWI GRIB index,FWI GRIB index,Far East,far_east,Far East,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2022-01-01 to 2025-10-02 (available FWI dates only),"2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10",1130,59231,11689772.229738278,786.0,6.723826474569365e-05,0.0123297268823219,0.0007408809207265,0.852731204722178,0.0059884994847051,0.0031865437946007,0.049618320610687,0.1168634574629125,12238.965636085506,0.0,825.75,18.66390802047423,96.5,1.745001914763988e-12,0.0001317406296399,0.0112280000874299,0.0015175966862105
FWI fbupinx,FWI fbupinx,FWI fbupinx,Fire weather index,fbupinx,FWI GRIB index,FWI GRIB index,Central Asia,central_asia,Central Asia,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2022-01-01 to 2025-10-02 (available FWI dates only),"2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10",1130,88702,17636303.35965152,523.0,2.9654740527798117e-05,0.0530998474876896,9.199941059925923e-05,0.731155583578046,0.0003914777007642,0.0001959568980524,0.1759082217973231,0.2534059945504087,469490.9998798813,0.0,825.75,18.66390802047423,209.25000000000003,8.532719324116106e-13,9.900184699380114e-06,0.0196978234992553,2.976963112945024e-05
FWI fbupinx,FWI fbupinx,FWI fbupinx,Fire weather index,fbupinx,FWI GRIB index,FWI GRIB index,Europe,europe,Europe,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2022-01-01 to 2025-10-02 (available FWI dates only),"2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10",1130,236121,47054398.5144033,853.0,1.812795460001253e-05,0.0378242715005209,9.701497268968046e-05,0.8219354648858203,0.0003396000899961,0.0001699178000159,0.2450175849941383,0.2155616106569785,1230006.508914463,0.0,825.75,18.66390802047423,178.0,7.98655267825186e-13,2.5853832197822563e-05,0.0162150377010998,0.0004796635116542
FWI fdimrk,FWI fdimrk,FWI fdimrk,Fire weather index,fdimrk,FWI GRIB index,FWI GRIB index,Global,global,Global,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2023-03-01 to 2024-10-31 (available FWI dates only),"2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10",490,706071,138711389.9549513,12578.0,9.067748512998756e-05,0.0267302805509155,0.0009047787770946,0.91261789052705,0.002521304852659,0.0012650973629349,0.3588010812529814,0.1406429958208562,3567314.3682238744,0.0,59.353515625,1.690502121511151,8.34765625,1.378569364954287e-12,4.564728799133805e-05,0.0073530313198136,7.137314199454548e-05
FWI fdimrk,FWI fdimrk,FWI fdimrk,Fire weather index,fdimrk,FWI GRIB index,FWI GRIB index,Eastern Siberia,eastern_siberia,Eastern Siberia,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2023-03-01 to 2024-10-31 (available FWI dates only),"2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10",490,241180,46942770.29058654,6499.0,0.0001384451739803,0.0255961917824098,0.0021777327738593,0.916757671176754,0.0083646803584488,0.0043447826302709,0.1118633635943991,0.1896409885155812,167327.1281593822,0.0,59.353515625,1.690502121511151,11.255859375,3.4668593717391778e-12,0.0004416111180453,0.0026099307257001,0.000863530240945
FWI fdimrk,FWI fdimrk,FWI fdimrk,Fire weather index,fdimrk,FWI GRIB index,FWI GRIB index,Far East,far_east,Far East,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2023-03-01 to 2024-10-31 (available FWI dates only),"2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10",490,25710,5039721.539219677,514.0,0.0001019897619342,0.0258164548739409,0.0037013427515663,0.8468152127087014,0.0092293800379577,0.0052356218575601,0.0389105058365758,0.1799993418671229,3819.985580341415,0.0,59.353515625,1.690502121511151,10.68359375,2.8190875119885237e-12,0.0039224452965808,0.0056208574416898,0.0043807984322728
FWI fdimrk,FWI fdimrk,FWI fdimrk,Fire weather index,fdimrk,FWI GRIB index,FWI GRIB index,Central Asia,central_asia,Central Asia,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2023-03-01 to 2024-10-31 (available FWI dates only),"2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10",490,38515,7664803.735165268,192.0,2.504956508137649e-05,0.0671564839217494,0.0001029413528763,0.7990946732437932,0.0005086901106395,0.0002585538159352,0.015625,0.5994932376846885,11603.00028505975,0.0,59.353515625,1.690502121511151,35.58203125,9.179065751694704e-13,1.2452352635090443e-05,0.0168720888659447,0.0001374708742407
FWI fdimrk,FWI fdimrk,FWI fdimrk,Fire weather index,fdimrk,FWI GRIB index,FWI GRIB index,Europe,europe,Europe,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2023-03-01 to 2024-10-31 (available FWI dates only),"2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10",490,102693,20464801.76167879,371.0,1.8128687700982928e-05,0.0503229259704859,0.0001563095539252,0.8474192744483495,0.0008333594072213,0.0004190791360828,0.0727762803234501,0.4971535753068544,64426.97255790131,0.0,59.353515625,1.690502121511151,29.5078125,4.773229652441732e-13,1.6587354502129304e-05,0.0158246910796801,0.0002245027454334
FWI fdsrte,FWI fdsrte,FWI fdsrte,Fire weather index,fdsrte,FWI GRIB index,FWI GRIB index,Global,global,Global,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2022-01-01 to 2025-10-02 (available FWI dates only),"2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10",1130,1618034,319865630.1212056,18798.0,5.876842720762758e-05,0.005762447215663,0.0008552815679572,0.9447714978336158,0.0023020333153808,0.0011547396324083,0.3570060644749441,0.064986353486064,5811699.721436999,8.358338316590063e-18,188.921875,1.207884581110471,12.27734375,2.6730148408582064e-12,5.157304018849668e-05,0.0033637400616317,0.0007329090976447
FWI fdsrte,FWI fdsrte,FWI fdsrte,Fire weather index,fdsrte,FWI GRIB index,FWI GRIB index,Eastern Siberia,eastern_siberia,Eastern Siberia,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2022-01-01 to 2025-10-02 (available FWI dates only),"2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10",1130,550908,108239035.2723858,9761.0,9.018003509950212e-05,0.0047185019797188,0.0031723045660783,0.9551525019824244,0.0142564317979729,0.0142725557588621,0.0142403442270259,0.2276486642957571,9738.970535371123,8.358338316590063e-18,188.921875,1.207884581110471,43.0078125,3.001279975955855e-12,0.0042508581535696,0.0020439170473454,0.0071550363614158
FWI fdsrte,FWI fdsrte,FWI fdsrte,Fire weather index,fdsrte,FWI GRIB index,FWI GRIB index,Far East,far_east,Far East,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2022-01-01 to 2025-10-02 (available FWI dates only),"2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10",1130,59231,11689772.229738278,786.0,6.723826474569365e-05,0.0018232854485907,0.0017510765547677,0.9312490568044532,0.0120254488320502,0.0069513564190456,0.044529262086514,0.059920602100736,5034.988553328317,8.358338316590063e-18,188.921875,1.207884581110471,11.3203125,1.019102606106091e-12,0.0001232147542983,0.0032882793891213,0.0012658041547319
FWI fdsrte,FWI fdsrte,FWI fdsrte,Fire weather index,fdsrte,FWI GRIB index,FWI GRIB index,Central Asia,central_asia,Central Asia,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2022-01-01 to 2025-10-02 (available FWI dates only),"2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10",1130,88702,17636303.35965152,523.0,2.9654740527798117e-05,0.0234216476455116,0.0004195350688595,0.8183386350984952,0.011683182791074,0.007220282887347,0.0305927342256214,0.6463485236953106,2215.9796575337223,8.358338316590063e-18,188.921875,1.207884581110471,122.109375,1.3604979677825197e-12,0.0002337216457478,0.0068506034129985,0.0071850524312934
FWI fdsrte,FWI fdsrte,FWI fdsrte,Fire weather index,fdsrte,FWI GRIB index,FWI GRIB index,Europe,europe,Europe,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2022-01-01 to 2025-10-02 (available FWI dates only),"2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10",1130,236121,47054398.5144033,853.0,1.812795460001253e-05,0.0145297998332434,0.0002161080258162,0.8704710541060666,0.0054600451563094,0.0035587525885609,0.0117233294255568,0.6463485236953106,2809.973368798761,8.358338316590063e-18,188.921875,1.207884581110471,122.109375,6.656345523904746e-13,7.64999301665388e-05,0.0145339644888806,0.0040907327840856
FWI ffmcode,FWI ffmcode,FWI ffmcode,Fire weather index,ffmcode,FWI GRIB index,FWI GRIB index,Global,global,Global,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2022-01-01 to 2025-10-02 (available FWI dates only),"2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10",1130,1618034,319865630.1212056,18798.0,5.876842720762758e-05,0.657443732638107,0.0008507097292527,0.9362342633289408,0.0022617422337943,0.0011383515522912,0.1720927758272156,0.9455767123405816,2841828.60162024,1.9999998807907104,98.21484375,65.54048326254183,92.978515625,2.044079701365248e-12,0.0007850585301292,0.0066303924546501,0.0011643477722441
FWI ffmcode,FWI ffmcode,FWI ffmcode,Fire weather index,ffmcode,FWI GRIB index,FWI GRIB index,Eastern Siberia,eastern_siberia,Eastern Siberia,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2022-01-01 to 2025-10-02 (available FWI dates only),"2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10",1130,550908,108239035.2723858,9761.0,9.018003509950212e-05,0.670841850027938,0.0019334103377365,0.94131111872851,0.0084568548658498,0.0049751245170589,0.0281733428951951,0.96865738301151,55274.99845623296,1.9999998807907104,98.21484375,65.54048326254183,95.19921875,3.714950309565712e-12,0.0002638697839632,0.0032463511174501,0.0038937885943111
FWI ffmcode,FWI ffmcode,FWI ffmcode,Fire weather index,ffmcode,FWI GRIB index,FWI GRIB index,Far East,far_east,Far East,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2022-01-01 to 2025-10-02 (available FWI dates only),"2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10",1130,59231,11689772.229738278,786.0,6.723826474569365e-05,0.6707390851694699,0.0021768015844587,0.9144540992716106,0.0164030923711427,0.0106545289988726,0.0356234096692111,0.9459624051662172,2627.9904069868085,1.9999998807907104,98.21484375,65.54048326254183,93.015625,2.077739884486769e-12,0.0006819774623776,0.003364810788151,0.0019524494104282
FWI ffmcode,FWI ffmcode,FWI ffmcode,Fire weather index,ffmcode,FWI GRIB index,FWI GRIB index,Central Asia,central_asia,Central Asia,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2022-01-01 to 2025-10-02 (available FWI dates only),"2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10",1130,88702,17636303.35965152,523.0,2.9654740527798117e-05,0.7319546958234737,0.0002681453456317,0.8356257335561526,0.003018868814587,0.0024937668007426,0.0038240917782026,0.9986805245438783,801.999609347751,1.9999998807907104,98.21484375,65.54048326254183,98.087890625,1.0059509689399485e-12,0.001476241170315,0.0114053622470257,0.0019504655799233
FWI ffmcode,FWI ffmcode,FWI ffmcode,Fire weather index,ffmcode,FWI GRIB index,FWI GRIB index,Europe,europe,Europe,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2022-01-01 to 2025-10-02 (available FWI dates only),"2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10",1130,236121,47054398.5144033,853.0,1.812795460001253e-05,0.6854139149993321,0.0001655748370743,0.8724891528126798,0.0015868523888022,0.0008454434511234,0.0128956623681125,0.9901140838902884,13010.923421765776,1.9999998807907104,98.21484375,65.54048326254183,97.263671875,6.766318250533408e-13,6.174339015734567e-06,0.0086717793602524,0.0004828270566268
FWI fwinx,FWI fwinx,FWI fwinx,Fire weather index,fwinx,FWI GRIB index,FWI GRIB index,Global,global,Global,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2022-01-01 to 2025-10-02 (available FWI dates only),"2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10",1130,1618034,319865630.1212056,18798.0,5.876842720762758e-05,0.0276100556099866,0.0008561049769101,0.945014048323124,0.0023044226714125,0.0011556898511324,0.3828066815618682,0.2078881413969375,6226584.055357862,1.7214897285455775e-09,148.06640625,4.360765949785424,30.78125,2.0157940245724277e-12,0.0009430844975277,0.0025581095445229,0.0008082049629096
FWI fwinx,FWI fwinx,FWI fwinx,Fire weather index,fwinx,FWI GRIB index,FWI GRIB index,Eastern Siberia,eastern_siberia,Eastern Siberia,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2022-01-01 to 2025-10-02 (available FWI dates only),"2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10",1130,550908,108239035.2723858,9761.0,9.018003509950212e-05,0.025871967630786,0.0031777136173298,0.9553726822849576,0.0142564317979729,0.0142725557588621,0.0142403442270259,0.4330563250164925,9738.970535371129,1.7214897285455775e-09,148.06640625,4.360765949785424,64.12109375,3.342191956505483e-12,0.0016337764660388,0.0008164815169856,0.0029207702137847
FWI fwinx,FWI fwinx,FWI fwinx,Fire weather index,fwinx,FWI GRIB index,FWI GRIB index,Far East,far_east,Far East,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2022-01-01 to 2025-10-02 (available FWI dates only),"2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10",1130,59231,11689772.229738278,786.0,6.723826474569365e-05,0.0161367886653342,0.0017528282076259,0.931747044946802,0.0120254488320502,0.0069513564190456,0.044529262086514,0.2038781163342342,5034.988553328317,1.7214897285455775e-09,148.06640625,4.360765949785424,30.1875,2.389822796481933e-12,0.0001337853540722,0.0014408238923055,0.0036599517670484
FWI fwinx,FWI fwinx,FWI fwinx,Fire weather index,fwinx,FWI GRIB index,FWI GRIB index,Central Asia,central_asia,Central Asia,test,fire_weather_index_full_grid_ranking,False,minmax_per_index_evaluation_rows,land_or_burnable,2022-01-01 to 2025-10-02 (available FWI dates only),"2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10",1130,88702,17636303.35965152,523.0,2.9654740527798117e-05,0.0746959900909137,0.0004131115838265,0.8182709921045214,0.0102524396956953,0.006458081388764,0.0248565965583174,0.7948555599501278,2012.9817537787092,1.7214897285455775e-09,148.06640625,4.360765949785424,117.69140625,7.789147508830452e-13,0.0002131101439903,0.0128460603271007,0.004455903248893
