Model,model,model_name,model_type,index,Feature set,feature_set,Region,region,region_display,split,evaluation_type,is_primary,score_transform,test_universe,test_period,available_months,available_days,support,weighted_support,positives,observed_prevalence,mean_normalized_score,average_precision,roc_auc,max_f1,precision_at_max_f1,recall_at_max_f1,threshold_at_max_f1,predicted_positive_grid_cells_at_max_f1,raw_score_min,raw_score_max,raw_score_mean,raw_threshold_at_max_f1,observed_prevalence_error,average_precision_error,roc_auc_error,max_f1_error
FWI Logistic Regression (train 2022),FWI Logistic Regression (train 2022),FWI Logistic Regression (train 2022),FWI logistic regression,logistic_train_2022,"FWI indexes trained on 2022: drtcode, dufmcode, fbupinx, fdsrte, ffmcode, fwinx, infsinx","FWI indexes trained on 2022: drtcode, dufmcode, fbupinx, fdsrte, ffmcode, fwinx, infsinx",Global,global,Global,test,fire_weather_index_full_grid_ranking,False,weighted_logistic_regression_probability,land_or_burnable,2023-03-01 to 2025-10-02 (available FWI dates only),"2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10",765,1097860,216541615.0044931,15228.0,7.032366503632122e-05,0.0001221041865418294,0.00021079661965509613,0.6968367047027944,0.0009210661753911534,0.0004643328135149967,0.05627790911478855,0.00020148340263403952,1845658.921911021,5.772750721888542e-09,0.00420768465846777,0.00012241396728447372,0.00020148340263403952,2.6468859775682895e-12,1.0950509543658301e-05,0.0043083954698757585,0.00025179942726553294
FWI Logistic Regression (train 2022),FWI Logistic Regression (train 2022),FWI Logistic Regression (train 2022),FWI logistic regression,logistic_train_2022,"FWI indexes trained on 2022: drtcode, dufmcode, fbupinx, fdsrte, ffmcode, fwinx, infsinx","FWI indexes trained on 2022: drtcode, dufmcode, fbupinx, fdsrte, ffmcode, fwinx, infsinx",Eastern Siberia,eastern_siberia,Eastern Siberia,test,fire_weather_index_full_grid_ranking,False,weighted_logistic_regression_probability,land_or_burnable,2023-03-01 to 2025-10-02 (available FWI dates only),"2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10",765,374777,73252949.51574726,8555.0,0.00011678710627427941,0.0001243342927464735,0.00035723546114104545,0.6792575376283937,0.003210964005996675,0.0018019021916800188,0.01472822910578609,0.0002465887228026986,69926.10397045071,5.772750721888542e-09,0.00420768465846777,0.00012241396728447372,0.0002465887228026986,2.1891448213803514e-12,2.5663032593687404e-05,0.00457585820874375,0.0007828181294876644
FWI Logistic Regression (train 2022),FWI Logistic Regression (train 2022),FWI Logistic Regression (train 2022),FWI logistic regression,logistic_train_2022,"FWI indexes trained on 2022: drtcode, dufmcode, fbupinx, fdsrte, ffmcode, fwinx, infsinx","FWI indexes trained on 2022: drtcode, dufmcode, fbupinx, fdsrte, ffmcode, fwinx, infsinx",Far East,far_east,Far East,test,fire_weather_index_full_grid_ranking,False,weighted_logistic_regression_probability,land_or_burnable,2023-03-01 to 2025-10-02 (available FWI dates only),"2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10",765,40089,7893424.071491578,625.0,7.917983302801279e-05,0.0001197802821009728,0.0006027661083279539,0.8939470590152206,0.004404079984196774,0.0026595790017932123,0.0128,0.0001955511252162978,3007.9948723486036,5.772750721888542e-09,0.00420768465846777,0.00012241396728447372,0.0001955511252162978,1.1956169450370205e-12,9.67890067343523e-05,0.007478338035892087,0.002407267882797629
FWI Logistic Regression (train 2022),FWI Logistic Regression (train 2022),FWI Logistic Regression (train 2022),FWI logistic regression,logistic_train_2022,"FWI indexes trained on 2022: drtcode, dufmcode, fbupinx, fdsrte, ffmcode, fwinx, infsinx","FWI indexes trained on 2022: drtcode, dufmcode, fbupinx, fdsrte, ffmcode, fwinx, infsinx",Central Asia,central_asia,Central Asia,test,fire_weather_index_full_grid_ranking,False,weighted_logistic_regression_probability,land_or_burnable,2023-03-01 to 2025-10-02 (available FWI dates only),"2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10",765,60065,11950115.996291753,316.0,2.644325796486479e-05,0.00013142600444523896,2.2565824968153863e-05,0.42018868329295456,5.5860363509935e-05,2.793216988064313e-05,0.3924050632911392,0.000146873586345464,4439325.7140374,5.772750721888542e-09,0.00420768465846777,0.00012241396728447372,0.000146873586345464,1.3269998865317455e-12,1.1037065186740928e-06,0.020225847810537,6.939054958517073e-06
FWI Logistic Regression (train 2022),FWI Logistic Regression (train 2022),FWI Logistic Regression (train 2022),FWI logistic regression,logistic_train_2022,"FWI indexes trained on 2022: drtcode, dufmcode, fbupinx, fdsrte, ffmcode, fwinx, infsinx","FWI indexes trained on 2022: drtcode, dufmcode, fbupinx, fdsrte, ffmcode, fwinx, infsinx",Europe,europe,Europe,test,fire_weather_index_full_grid_ranking,False,weighted_logistic_regression_probability,land_or_burnable,2023-03-01 to 2025-10-02 (available FWI dates only),"2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10",765,160241,31925016.426083837,619.0,1.9389183445940398e-05,0.0001279491609096205,2.1185554101015425e-05,0.4788214319748478,0.00010193685034525762,5.262883628425213e-05,0.0016155088852988692,0.0004792393883690238,19000.990152982446,5.772750721888542e-09,0.00420768465846777,0.00012241396728447372,0.0004792393883690238,9.851680897125498e-13,1.3776473302807797e-06,0.015988877286814338,0.00020349050078558273
