experiment_id,model,feature_set,split,region,region_display,threshold,precision,recall,f1
random_forest_full,Random Forest,full features,validation,global,Global,0.14228679239749908,0.32398272893722846,0.8225560258100326,0.46486687840646196
random_forest_full,Random Forest,full features,test,global,Global,0.14228679239749908,0.2883721516911686,0.9234559922446177,0.43949959869853367
random_forest_full,Random Forest,full features,test,eastern_siberia,Eastern Siberia,0.14228679239749908,0.37563227111785535,0.9500431765119774,0.5383925253971562
random_forest_full,Random Forest,full features,test,far_east,Far East,0.14228679239749908,0.20661896243291591,0.9390243902439024,0.3387096774193548
random_forest_full,Random Forest,full features,test,central_asia,Central Asia,0.14228679239749908,0.10183403873284597,0.951658010387535,0.18398084498339384
random_forest_full,Random Forest,full features,test,europe,Europe,0.14228679239749908,0.15137532210702942,0.886938202247191,0.25861274635270026
random_forest_full,Random Forest,full features,test_2021,global,Global,0.14228679239749908,0.4324664806982813,0.9700468270628129,0.5982299563090482
random_forest_full,Random Forest,full features,test_2021,eastern_siberia,Eastern Siberia,0.14228679239749908,0.5468413902411412,0.9763504977512759,0.7010395312131492
random_forest_full,Random Forest,full features,test_2021,far_east,Far East,0.14228679239749908,0.22162645218945487,0.9185185185185185,0.3570914326853852
random_forest_full,Random Forest,full features,test_2021,central_asia,Central Asia,0.14228679239749908,0.15071811732133586,0.964562569213732,0.2607003891050584
random_forest_full,Random Forest,full features,test_2021,europe,Europe,0.14228679239749908,0.17515414478191368,0.9055489964580874,0.2935323383084577
random_forest_full,Random Forest,full features,test_2022,global,Global,0.14228679239749908,0.18820587622421336,0.9173268332317692,0.3123314198768933
random_forest_full,Random Forest,full features,test_2022,eastern_siberia,Eastern Siberia,0.14228679239749908,0.16433440975959812,0.9436813186813187,0.2799225832739126
random_forest_full,Random Forest,full features,test_2022,far_east,Far East,0.14228679239749908,0.16564952048823017,0.9895833333333334,0.2837938760268857
random_forest_full,Random Forest,full features,test_2022,central_asia,Central Asia,0.14228679239749908,0.1318296713980167,0.9713467048710601,0.23215202876219826
random_forest_full,Random Forest,full features,test_2022,europe,Europe,0.14228679239749908,0.11578581363004173,0.8717277486910995,0.20441988950276244
random_forest_full,Random Forest,full features,test_2023,global,Global,0.14228679239749908,0.21312540610786224,0.9034502754421572,0.3448905614433161
random_forest_full,Random Forest,full features,test_2023,eastern_siberia,Eastern Siberia,0.14228679239749908,0.12558526688169805,0.8677210639827462,0.2194146518814761
random_forest_full,Random Forest,full features,test_2023,far_east,Far East,0.14228679239749908,0.2250384024577573,0.8798798798798799,0.3584097859327217
random_forest_full,Random Forest,full features,test_2023,central_asia,Central Asia,0.14228679239749908,0.0813830908707569,0.9391727493917275,0.14978657353511834
random_forest_full,Random Forest,full features,test_2023,europe,Europe,0.14228679239749908,0.14741544352265476,0.9352226720647774,0.25468577728776187
random_forest_full,Random Forest,full features,test_2024,global,Global,0.14228679239749908,0.24682413656212782,0.8168381869936501,0.3790965906203953
random_forest_full,Random Forest,full features,test_2024,eastern_siberia,Eastern Siberia,0.14228679239749908,0.3267797017797018,0.8781709484569398,0.4763156741597651
random_forest_full,Random Forest,full features,test_2024,far_east,Far East,0.14228679239749908,0.21693121693121692,0.9630872483221476,0.3541024059222702
random_forest_full,Random Forest,full features,test_2024,central_asia,Central Asia,0.14228679239749908,0.045317976965448176,0.9679144385026738,0.08658215737861756
random_forest_full,Random Forest,full features,test_2024,europe,Europe,0.14228679239749908,0.12184998517640083,0.8336713995943205,0.21262286601138128
random_forest_full,Random Forest,full features,test_2025,global,Global,0.14228679239749908,0.17844342037890426,0.9202534988117244,0.2989235321868165
random_forest_full,Random Forest,full features,test_2025,eastern_siberia,Eastern Siberia,0.14228679239749908,0.2589676290463692,0.9696969696969697,0.40876920421198
random_forest_full,Random Forest,full features,test_2025,far_east,Far East,0.14228679239749908,0.19599427753934193,1.0,0.3277511961722488
random_forest_full,Random Forest,full features,test_2025,central_asia,Central Asia,0.14228679239749908,0.07127545551982852,0.875,0.13181367690782952
random_forest_full,Random Forest,full features,test_2025,europe,Europe,0.14228679239749908,0.18905982905982907,0.875,0.310936182175991
random_forest_full,Random Forest,full features,test_2021-2023,global,Global,0.14228679239749908,0.3196477973548037,0.9504003497936764,0.47839663259831905
random_forest_full,Random Forest,full features,test_2021-2023,eastern_siberia,Eastern Siberia,0.14228679239749908,0.4108884886687678,0.9675737762855628,0.5768238082696866
random_forest_full,Random Forest,full features,test_2021-2023,far_east,Far East,0.14228679239749908,0.20487668161434977,0.919496855345912,0.33509053403621364
random_forest_full,Random Forest,full features,test_2021-2023,central_asia,Central Asia,0.14228679239749908,0.12352377912543888,0.9617296222664016,0.21892855122475532
random_forest_full,Random Forest,full features,test_2021-2023,europe,Europe,0.14228679239749908,0.15035133314082202,0.9065583284968078,0.25792602377807133
random_forest_full,Random Forest,full features,test_2021-2025,global,Global,0.14228679239749908,0.2883721516911686,0.9234559922446177,0.43949959869853367
random_forest_full,Random Forest,full features,test_2021-2025,eastern_siberia,Eastern Siberia,0.14228679239749908,0.37563227111785535,0.9500431765119774,0.5383925253971562
random_forest_full,Random Forest,full features,test_2021-2025,far_east,Far East,0.14228679239749908,0.20661896243291591,0.9390243902439024,0.3387096774193548
random_forest_full,Random Forest,full features,test_2021-2025,central_asia,Central Asia,0.14228679239749908,0.10183403873284597,0.951658010387535,0.18398084498339384
random_forest_full,Random Forest,full features,test_2021-2025,europe,Europe,0.14228679239749908,0.15137532210702942,0.886938202247191,0.25861274635270026
