experiment_id,experiment_type,evaluation_type,is_primary,model,feature_set,split,region,region_display,support,positives,predicted_positives,positive_rate,predicted_positive_rate,threshold,precision,recall,f1,average_precision,roc_auc,brier_score,precision_error,recall_error,f1_error,average_precision_error,roc_auc_error,brier_score_error
random_forest_full,main_model_comparison,legacy_sampled_case_control,False,Random Forest,full features,validation,global,Global,147424,28826,73186,0.19553125678315605,0.4964320599088344,0.14228679239749908,0.32398272893722846,0.8225560258100326,0.46486687840646196,0.37339008742895324,0.7595761327525558,0.1439559656069288,0.00017762153532833067,0.015367956123972541,0.0022446674881707674,0.005544592233881205,0.005168309838746374,0.0017369571879319462
random_forest_full,main_model_comparison,legacy_sampled_case_control,False,Random Forest,full features,test,global,Global,321173,49514,158559,0.15416613476226207,0.49368720284706374,0.14228679239749908,0.2883721516911686,0.9234559922446177,0.43949959869853367,0.46415168749338614,0.8474137431890454,0.10800166629234685,0.0009209653492036439,0.002752280692260323,0.0013813260897797182,0.010555132461029224,0.004844413430159158,0.0015612276874116164
random_forest_full,main_model_comparison,legacy_sampled_case_control,False,Random Forest,full features,test,eastern_siberia,Eastern Siberia,128260,31267,79080,0.24377826290347732,0.6165601122719476,0.14228679239749908,0.37563227111785535,0.9500431765119774,0.5383925253971562,0.5355128063639194,0.8219354830798014,0.14448179576612918,0.000578817000688823,0.0,0.0005944391282392567,0.00411466219123793,0.0007063432994939006,0.00022132464028967586
random_forest_full,main_model_comparison,legacy_sampled_case_control,False,Random Forest,full features,test,far_east,Far East,10457,1230,5590,0.11762455771253706,0.5345701444008798,0.14228679239749908,0.20661896243291591,0.9390243902439024,0.3387096774193548,0.4260834378102696,0.8510371206454017,0.10554666008151939,0.0006529303854604066,0.0028744178097013895,0.001064391014358122,0.0019065988194777222,0.0020753626799860938,0.00026262684564436916
random_forest_full,main_model_comparison,legacy_sampled_case_control,False,Random Forest,full features,test,central_asia,Central Asia,45961,2503,23391,0.05445921542177063,0.5089314853897869,0.14228679239749908,0.10183403873284597,0.951658010387535,0.18398084498339384,0.2600870587929137,0.8402359986369708,0.08497220035026846,0.0010797128281562545,0.0012986350435014516,0.0017374613008586557,0.01363037939614537,0.004427040064879204,0.000991726177367725
random_forest_full,main_model_comparison,legacy_sampled_case_control,False,Random Forest,full features,test,europe,Europe,52062,2848,16687,0.05470400676116938,0.32052168568245554,0.14228679239749908,0.15137532210702942,0.886938202247191,0.25861274635270026,0.283498885068607,0.873528201102226,0.0531135798768479,0.0017966175679230718,0.001939049674186173,0.0026997993482431068,0.019773541491489466,0.0030147268657054224,0.0004959261009439843
random_forest_full,main_model_comparison,legacy_sampled_case_control,False,Random Forest,full features,test_2021,global,Global,87238,24772,55565,0.28395882528256033,0.6369357390128155,0.14228679239749908,0.4324664806982813,0.9700468270628129,0.5982299563090482,0.6308621977354497,0.8390364842892424,0.1447387642897224,0.000676898578073407,0.0,0.0006464862144740024,0.0037597497293814118,0.0004655853043998837,0.0001100938271835653
random_forest_full,main_model_comparison,legacy_sampled_case_control,False,Random Forest,full features,test_2021,eastern_siberia,Eastern Siberia,44639,19789,35332,0.4433119021483456,0.7915051860480745,0.14228679239749908,0.5468413902411412,0.9763504977512759,0.7010395312131492,0.7004297287535156,0.7831094444782801,0.18959729576040305,0.0015742728813867898,0.0007975488170387339,0.0014991119672585547,0.005853755004404015,0.00213243307674798,0.0009141701938970356
random_forest_full,main_model_comparison,legacy_sampled_case_control,False,Random Forest,full features,test_2021,far_east,Far East,2141,270,1119,0.12610929472209248,0.5226529659037833,0.14228679239749908,0.22162645218945487,0.9185185185185185,0.3570914326853852,0.5743473309362925,0.8818437357721164,0.09905720256453723,0.007636377651480589,0.002618914004394585,0.009724886238631684,0.08417438634527676,0.01577647233753706,0.011356171024207532
random_forest_full,main_model_comparison,legacy_sampled_case_control,False,Random Forest,full features,test_2021,central_asia,Central Asia,10197,903,5779,0.08855545748749633,0.5667353143081298,0.14228679239749908,0.15071811732133586,0.964562569213732,0.2607003891050584,0.322191797882862,0.8002547398969696,0.10781126887981972,0.000519264522114378,0.0007830639880249485,0.0007483119858149045,0.012685325567623399,0.0009031691865324905,0.0012716756436240628
random_forest_full,main_model_comparison,legacy_sampled_case_control,False,Random Forest,full features,test_2021,europe,Europe,11926,847,4379,0.07102129800436022,0.367180949186651,0.14228679239749908,0.17515414478191368,0.9055489964580874,0.2935323383084577,0.26173532032304614,0.8535629006790665,0.06568651639434551,0.000598811029712319,0.001669673627358998,0.0007494808210803433,0.008823785025462393,5.2973217800995124e-05,0.00029470723069487386
random_forest_full,main_model_comparison,legacy_sampled_case_control,False,Random Forest,full features,test_2022,global,Global,58312,4923,23995,0.08442516120181094,0.4114933461380162,0.14228679239749908,0.18820587622421336,0.9173268332317692,0.3123314198768933,0.2812119272721224,0.8448258246390734,0.08284972083458088,0.0014465255806508522,0.0016746164148882308,0.002090820886062157,0.006632686331808146,0.004012000846744127,0.00119067056224526
random_forest_full,main_model_comparison,legacy_sampled_case_control,False,Random Forest,full features,test_2022,eastern_siberia,Eastern Siberia,18946,1456,8361,0.07684999472184102,0.4413068721629895,0.14228679239749908,0.16433440975959812,0.9436813186813187,0.2799225832739126,0.1985030662435299,0.8218394223700828,0.09330868587913237,0.001078465902886456,0.0029139015708236743,0.0016929546704257592,0.0008887356373430286,0.0025873441149091756,0.0014536753418190843
random_forest_full,main_model_comparison,legacy_sampled_case_control,False,Random Forest,full features,test_2022,far_east,Far East,2076,192,1147,0.09248554913294797,0.552504816955684,0.14228679239749908,0.16564952048823017,0.9895833333333334,0.2837938760268857,0.3748814170609267,0.8704745001769285,0.09333617291230567,0.004016847154424304,0.02209708691207961,0.006803228358798052,0.07900414272051756,0.028289901078522202,0.00835801197300724
random_forest_full,main_model_comparison,legacy_sampled_case_control,False,Random Forest,full features,test_2022,central_asia,Central Asia,9862,698,5143,0.07077671871831272,0.521496653822754,0.14228679239749908,0.1318296713980167,0.9713467048710601,0.23215202876219826,0.32500254953520263,0.8649929210977552,0.08892030701457156,0.002326461199489376,0.004052187857802635,0.0037145311706641313,0.010671562711540942,0.0016764357503157457,0.0005278514708456126
random_forest_full,main_model_comparison,legacy_sampled_case_control,False,Random Forest,full features,test_2022,europe,Europe,10330,382,2876,0.036979670861568247,0.27841239109390126,0.14228679239749908,0.11578581363004173,0.8717277486910995,0.20441988950276244,0.2422882164421798,0.8861664424641644,0.041425646303449366,0.007743074754014331,0.04627662180540236,0.013345792936540906,0.03678046404600848,0.015270354825420824,0.001128809926074188
random_forest_full,main_model_comparison,legacy_sampled_case_control,False,Random Forest,full features,test_2023,global,Global,60888,6898,29241,0.11328997503613192,0.48024241229798975,0.14228679239749908,0.21312540610786224,0.9034502754421572,0.3448905614433161,0.3823988311085467,0.8396938446500971,0.09742899254575134,0.001072962695548785,0.004680759804853564,0.0010646259648860327,0.005147610588937145,0.002530374654477069,0.0009781418820464384
