model_name,model_type,evaluation_type,is_primary,calibration_method,test_universe,test_period,support,weighted_support,positives,observed_prevalence,mean_calibrated_predicted_probability,average_precision,roc_auc,max_f1,precision_at_max_f1,recall_at_max_f1,threshold_at_max_f1,predicted_positive_grid_cells_at_max_f1,weighted_brier_score,weighted_brier_score_error,weighted_logloss,weighted_logloss_error,reliability_ece,reliability_mce,reliability_rmse,calibration_intercept,calibration_slope,expected_observed_count_ratio,expected_observed_count_ratio_error,expected_fire_positive_grid_cells,observed_fire_positive_grid_cells,daily_expected_observed_count_mae,observed_prevalence_error,mean_calibrated_predicted_probability_error,average_precision_error,roc_auc_error,max_f1_error
Logistic Regression (linear SGD),linear_sgd,primary_full_grid_calibrated,True,prior_offset_month,land_or_burnable,2022-05-01 to 2022-05-31,3587444,3587444.0,357.0,9.951374850729378e-05,0.2763732959179351,0.0003551164502724,0.8545967843562654,0.0007204822204256,0.0003603758384761,0.9635854341736696,0.999999999999,954559.0,0.2759086088930572,0.0007963191244696,7.493276839325877,0.0242792771244639,0.2762776846693167,0.9997435497169046,0.5135355534893908,-10.142005537495775,0.0799955884654139,2777.2373170941905,9.164212180958325,991473.722202626,357.0,31971.50716777486,0.0,0.0009164212180981,0.0001608679545138,0.1796672833235394,0.0002608200707983
Poisson Point-Process GLM,poisson_glm,primary_full_grid_calibrated,True,prior_offset_month,land_or_burnable,2022-05-01 to 2022-05-31,3587444,3587444.0,357.0,9.951374850729378e-05,2.095176749839921e-05,9.951374850729378e-05,0.2434794584017616,0.000199007693013,9.951374850729378e-05,1.0,1e-12,3587444.0,9.951473539709684e-05,9.252759390782187e-12,0.0027706187477703,1.914820854223544e-07,0.0001204655155993,0.0004460004896005,0.0001737464600513,-12.61459085343173,-0.1477441728903593,0.2105414406947887,0.001914774588967,75.1632943280396,357.0,9.739220319772548,0.0,1.914774631354264e-07,0.0,0.0020331353094422,0.0
CatBoost,CatBoost,primary_full_grid_calibrated,True,prior_offset_month,land_or_burnable,2022-05-01 to 2022-05-31,3587444,3587444.0,357.0,9.951374850729378e-05,1.9093786403803264e-05,0.0001945614138752,0.7435688835844695,0.0020338983050847,0.001156961048978,0.0084033613445378,0.000102217131093,2593.0,9.95082543755694e-05,2.124596115155646e-09,0.0010625584520153,3.880866945654718e-05,8.376724029142074e-05,0.0003315903425008,0.0001267247764992,-0.0728144428039413,0.8387473736656303,0.1918708388560381,0.0001796521140939,68.4978894716056,357.0,9.887186291132464,0.0,1.7965211409398287e-08,0.0001731750252634,0.1334974323617266,0.0003474388592566
CatBoost deployment-weighted,CatBoost,primary_full_grid_calibrated,True,prior_offset_month,land_or_burnable,2022-05-01 to 2022-05-31,3587444,3587444.0,357.0,9.951374850729378e-05,1.9508513894127813e-05,0.0001020856996429,0.4663520459204189,0.0003061207669973,0.0001531891626916,0.1820728291316526,1.957214337597572e-05,424312.0,9.951025018997562e-05,1.754591920975108e-12,0.0010987987582672,4.495898039706319e-08,8.558497872002316e-05,0.0003374370087513,0.0001248948903503,-0.0777737269168899,0.8433804808550662,0.1960383784829284,1.8322231897707653e-07,69.98570111840546,357.0,9.82668884879336,0.0,1.8322231898018147e-11,3.110351943603285e-05,0.1152080542954829,3.0886370994562384e-05
Weather-only CatBoost,CatBoost,primary_full_grid_calibrated,True,prior_offset_month,land_or_burnable,2022-05-01 to 2022-05-31,3587444,3587444.0,357.0,9.951374850729378e-05,1.924982485399986e-05,0.0001631001659611,0.6611154924637753,0.0004200703617855,0.0002101477338569,0.392156862745098,2.051833093387501e-05,666198.0,9.951014733547307e-05,7.423945613295119e-12,0.0010962237663405,2.065647108507711e-07,8.939366715555468e-05,0.0003530320537516,0.000126890329852,-0.077437900934892,0.8426924051308855,0.1934388478250215,0.000123203926123,69.05766867353267,357.0,9.849075356915664,0.0,1.2320392612306358e-08,6.952424584812258e-06,0.0085745271746043,3.648425983274768e-05
FWI-only CatBoost,CatBoost,primary_full_grid_calibrated,True,prior_offset_month,land_or_burnable,2022-05-01 to 2022-05-31,3587444,3587444.0,357.0,9.951374850729378e-05,1.951249970731248e-05,0.000307557579337,0.7530456614297363,0.002658690594882,0.0013493569470799,0.0896358543417367,2.5104544365738588e-05,23715.0,9.95095958390212e-05,9.493838041381923e-12,0.001083205808779,2.260585473435016e-07,9.419460460953269e-05,0.0003429609283137,0.0001444877434692,-0.0770359260184838,0.844417765050608,0.1960784313725487,0.0003258542646464,69.9999999999999,357.0,9.826222684703437,0.0,3.2585426464646376e-08,7.3764387135965885e-06,0.0371975364440568,5.46919968157971e-05
Random Forest,random_forest,primary_full_grid_calibrated,True,prior_offset_month,land_or_burnable,2022-05-01 to 2022-05-31,3587444,3587444.0,357.0,9.951374850729378e-05,1.960414070731809e-05,0.0004952894451177,0.8186534231873184,0.0067567567567567,0.0085106382978723,0.0056022408963585,0.000229243696103,235.0,9.950593874931325e-05,1.7285932188473162e-09,0.0010358198800592,1.4262399145067924e-05,8.268308440560143e-05,0.0003283010826675,0.0001344002248553,-0.0694999039634961,0.8387300107212204,0.1969993192486391,0.0016196095063553,70.32875697176418,357.0,9.775962841515842,0.0,1.6196095042341277e-07,0.0002755712052849,0.0185457299096081,0.0006475336824052
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,primary_full_grid_calibrated,True,prior_offset_month,land_or_burnable,2022-05-01 to 2022-05-31,3587444,3587444.0,357.0,9.951374850729378e-05,3.374692595994348e-05,0.001291201654417044,0.9395800389389092,0.004120004494550358,0.0020879204312504746,0.15406162464985995,0.00026681058953012635,26342.0,9.948238364510811e-05,3.212271952433408e-09,0.0009067638852135707,1.6246970734009875e-05,7.945147328443837e-05,0.000990797681870437,0.00023537906752923128,-0.0713687467092333,0.8797745620341018,0.33911822704045785,0.0015324071599058845,121.06520705344346,357.0,8.747491569467847,0.0,1.5324071599058845e-07,0.0008931456371831302,0.03320346147837796,0.006060656275431992
