selection_rank,selection_metric,selection_direction,selection_target,Model,model,model_name,model_type,Feature set,feature_set,Region,region,region_display,split,evaluation_type,is_primary,calibration_method,test_universe,test_period,support,weighted_support,positives,observed_prevalence,mean_calibrated_predicted_probability,PR-AUC,average_precision,ROC-AUC,roc_auc,weighted_brier_score,Brier,weighted_logloss,reliability_ece,reliability_mce,reliability_rmse,daily_expected_observed_count_mae,max_f1,precision_at_max_f1,recall_at_max_f1,threshold_at_max_f1,predicted_positive_grid_cells_at_max_f1,calibration_intercept,calibration_slope,expected_fire_positive_grid_cells,observed_fire_positive_grid_cells,expected_observed_count_ratio,observed_prevalence_error,average_precision_error,roc_auc_error,max_f1_error,weighted_brier_score_error,weighted_logloss_error,expected_observed_count_ratio_error,mean_calibrated_predicted_probability_error,selection_metric_value
1,average_precision,max,primary_full_grid_calibrated:global:test,Spatial climate TSN-MLP no tp (ERA5 global full),Spatial climate TSN-MLP no tp (ERA5 global full),Spatial climate TSN-MLP no tp (ERA5 global full),Neural,daily spatial neural dense full-grid,daily spatial neural dense full-grid,Global,global,Global,test,primary_full_grid_calibrated,True,prior_offset_month,land_or_burnable,2022-05-01 to 2022-05-31,3587444,3587444.0,357.0,9.951374850729378e-05,3.374692595994348e-05,0.001291201654417,0.001291201654417,0.9395800389389092,0.9395800389389092,9.948238364510812e-05,9.948238364510812e-05,0.0009067638852135,7.945147328443837e-05,0.0009907976818704,0.0002353790675292,8.747491569467847,0.0041200044945503,0.0020879204312504,0.1540616246498599,0.0002668105895301,26342.0,-0.0713687467092333,0.8797745620341018,121.06520705344346,357.0,0.3391182270404578,0.0,0.0008931456371831,0.0332034614783779,0.0060606562754319,3.212271952433408e-09,1.6246970734009875e-05,0.0015324071599058,1.5324071599058845e-07,0.001291201654417
2,average_precision,max,primary_full_grid_calibrated:global:test,Random Forest,Random Forest,Random Forest,random_forest,full features,full features,Global,global,Global,test,primary_full_grid_calibrated,True,prior_offset_month,land_or_burnable,2022-05-01 to 2022-05-31,3587444,3587444.0,357.0,9.951374850729378e-05,1.960414070731809e-05,0.0004952894451177,0.0004952894451177,0.8186534231873184,0.8186534231873184,9.950593874931325e-05,9.950593874931325e-05,0.0010358198800592,8.268308440560143e-05,0.0003283010826675,0.0001344002248553,9.775962841515842,0.0067567567567567,0.0085106382978723,0.0056022408963585,0.000229243696103,235.0,-0.0694999039634961,0.8387300107212204,70.32875697176418,357.0,0.1969993192486391,0.0,0.0002755712052849,0.0185457299096081,0.0006475336824052,1.728593218847316e-09,1.4262399145067924e-05,0.0016196095063553,1.6196095042341277e-07,0.0004952894451177
3,average_precision,max,primary_full_grid_calibrated:global:test,Logistic Regression (linear SGD),Logistic Regression (linear SGD),Logistic Regression (linear SGD),linear_sgd,full features,full features,Global,global,Global,test,primary_full_grid_calibrated,True,prior_offset_month,land_or_burnable,2022-05-01 to 2022-05-31,3587444,3587444.0,357.0,9.951374850729378e-05,0.2763732959179351,0.0003551164502724,0.0003551164502724,0.8545967843562654,0.8545967843562654,0.2759086088930572,0.2759086088930572,7.493276839325877,0.2762776846693167,0.9997435497169046,0.5135355534893908,31971.50716777486,0.0007204822204256,0.0003603758384761,0.9635854341736696,0.999999999999,954559.0,-10.142005537495775,0.0799955884654139,991473.722202626,357.0,2777.2373170941905,0.0,0.0001608679545138,0.1796672833235394,0.0002608200707983,0.0007963191244696,0.0242792771244639,9.164212180958325,0.0009164212180981,0.0003551164502724
4,average_precision,max,primary_full_grid_calibrated:global:test,FWI-only CatBoost,FWI-only CatBoost,FWI-only CatBoost,CatBoost,fire-weather variables only,fire-weather variables only,Global,global,Global,test,primary_full_grid_calibrated,True,prior_offset_month,land_or_burnable,2022-05-01 to 2022-05-31,3587444,3587444.0,357.0,9.951374850729378e-05,1.951249970731248e-05,0.000307557579337,0.000307557579337,0.7530456614297363,0.7530456614297363,9.95095958390212e-05,9.95095958390212e-05,0.001083205808779,9.419460460953269e-05,0.0003429609283137,0.0001444877434692,9.826222684703437,0.002658690594882,0.0013493569470799,0.0896358543417367,2.5104544365738588e-05,23715.0,-0.0770359260184838,0.844417765050608,69.9999999999999,357.0,0.1960784313725487,0.0,7.3764387135965885e-06,0.0371975364440568,5.46919968157971e-05,9.493838041381923e-12,2.260585473435016e-07,0.0003258542646464,3.2585426464646376e-08,0.000307557579337
5,average_precision,max,primary_full_grid_calibrated:global:test,CatBoost,CatBoost,CatBoost,CatBoost,all features,all features,Global,global,Global,test,primary_full_grid_calibrated,True,prior_offset_month,land_or_burnable,2022-05-01 to 2022-05-31,3587444,3587444.0,357.0,9.951374850729378e-05,1.9093786403803264e-05,0.0001945614138752,0.0001945614138752,0.7435688835844695,0.7435688835844695,9.95082543755694e-05,9.95082543755694e-05,0.0010625584520153,8.376724029142074e-05,0.0003315903425008,0.0001267247764992,9.887186291132464,0.0020338983050847,0.001156961048978,0.0084033613445378,0.000102217131093,2593.0,-0.0728144428039413,0.8387473736656303,68.4978894716056,357.0,0.1918708388560381,0.0,0.0001731750252634,0.1334974323617266,0.0003474388592566,2.124596115155646e-09,3.880866945654718e-05,0.0001796521140939,1.7965211409398287e-08,0.0001945614138752
6,average_precision,max,primary_full_grid_calibrated:global:test,Weather-only CatBoost,Weather-only CatBoost,Weather-only CatBoost,CatBoost,meteorology/history features only,meteorology/history features only,Global,global,Global,test,primary_full_grid_calibrated,True,prior_offset_month,land_or_burnable,2022-05-01 to 2022-05-31,3587444,3587444.0,357.0,9.951374850729378e-05,1.924982485399986e-05,0.0001631001659611,0.0001631001659611,0.6611154924637753,0.6611154924637753,9.951014733547307e-05,9.951014733547307e-05,0.0010962237663405,8.939366715555468e-05,0.0003530320537516,0.000126890329852,9.849075356915664,0.0004200703617855,0.0002101477338569,0.392156862745098,2.051833093387501e-05,666198.0,-0.077437900934892,0.8426924051308855,69.05766867353267,357.0,0.1934388478250215,0.0,6.952424584812258e-06,0.0085745271746043,3.648425983274768e-05,7.423945613295119e-12,2.065647108507711e-07,0.000123203926123,1.2320392612306358e-08,0.0001631001659611
7,average_precision,max,primary_full_grid_calibrated:global:test,CatBoost deployment-weighted,CatBoost deployment-weighted,CatBoost deployment-weighted,CatBoost,all features,all features,Global,global,Global,test,primary_full_grid_calibrated,True,prior_offset_month,land_or_burnable,2022-05-01 to 2022-05-31,3587444,3587444.0,357.0,9.951374850729378e-05,1.9508513894127813e-05,0.0001020856996429,0.0001020856996429,0.4663520459204189,0.4663520459204189,9.951025018997562e-05,9.951025018997562e-05,0.0010987987582672,8.558497872002316e-05,0.0003374370087513,0.0001248948903503,9.82668884879336,0.0003061207669973,0.0001531891626916,0.1820728291316526,1.957214337597572e-05,424312.0,-0.0777737269168899,0.8433804808550662,69.98570111840546,357.0,0.1960383784829284,0.0,3.110351943603285e-05,0.1152080542954829,3.0886370994562384e-05,1.754591920975108e-12,4.495898039706319e-08,1.8322231897707653e-07,1.8322231898018147e-11,0.0001020856996429
8,average_precision,max,primary_full_grid_calibrated:global:test,Poisson Point-Process GLM,Poisson Point-Process GLM,Poisson Point-Process GLM,poisson_glm,full features,full features,Global,global,Global,test,primary_full_grid_calibrated,True,prior_offset_month,land_or_burnable,2022-05-01 to 2022-05-31,3587444,3587444.0,357.0,9.951374850729378e-05,2.095176749839921e-05,9.951374850729378e-05,9.951374850729378e-05,0.2434794584017616,0.2434794584017616,9.951473539709684e-05,9.951473539709684e-05,0.0027706187477703,0.0001204655155993,0.0004460004896005,0.0001737464600513,9.739220319772548,0.000199007693013,9.951374850729378e-05,1.0,1e-12,3587444.0,-12.61459085343173,-0.1477441728903593,75.1632943280396,357.0,0.2105414406947887,0.0,0.0,0.0020331353094422,0.0,9.252759390782187e-12,1.914820854223544e-07,0.001914774588967,1.914774631354264e-07,9.951374850729378e-05
