experiment_id,experiment,status,interpretation,threshold,validation_f1_at_threshold,notes,neural_experiment_id
source_seas5_to_seas5_available_no_tp,SEAS5/ECMWF -> SEAS5/ECMWF (no tp),completed_available_domain,Operationally matched setting on the ERA5-available row subset.,0.490589920465861,0.588375629975964,"Evaluated on ERA5-covered sampled case-control rows only (years 2021-2024, lat 40-75, lon 19-180). Rows without complete 128-day ERA5 lookback coverage for comparison climate variables (t2m, d2m, stl1) were excluded (1574798 -> 1550839 rows). These are legacy source-comparison diagnostics, not primary calibrated full-grid probability metrics. Direct latitude/longitude coordinate features were excluded. Dropped climate variables from model inputs: tp.",
source_era5_to_era5_available_no_tp,ERA5 -> ERA5 (no tp),completed_available_domain,Retrospective upper-bound source setting.,0.5202364654959767,0.6969883425069495,"Evaluated on ERA5-covered sampled case-control rows only (years 2021-2024, lat 40-75, lon 19-180). Rows without complete 128-day ERA5 lookback coverage for comparison climate variables (t2m, d2m, stl1) were excluded (1574798 -> 1550839 rows). These are legacy source-comparison diagnostics, not primary calibrated full-grid probability metrics. Direct latitude/longitude coordinate features were excluded. Dropped climate variables from model inputs: tp.",
source_era5_to_seas5_available_no_tp,ERA5 -> SEAS5/ECMWF (no tp),completed_available_domain,Input-source domain-shift test.,0.52199656737099,0.6959771745110452,"Evaluated on ERA5-covered sampled case-control rows only (years 2021-2024, lat 40-75, lon 19-180). Rows without complete 128-day ERA5 lookback coverage for comparison climate variables (t2m, d2m, stl1) were excluded (1574798 -> 1550839 rows). These are legacy source-comparison diagnostics, not primary calibrated full-grid probability metrics. Direct latitude/longitude coordinate features were excluded. Dropped climate variables from model inputs: tp.",
source_era5_plus_seas5_to_seas5_available_no_tp,ERA5 + SEAS5/ECMWF -> SEAS5/ECMWF (no tp),completed_available_domain,Mixed-source operational robustness test.,0.4685587281563545,0.6078479535750042,"Evaluated on ERA5-covered sampled case-control rows only (years 2021-2024, lat 40-75, lon 19-180). Rows without complete 128-day ERA5 lookback coverage for comparison climate variables (t2m, d2m, stl1) were excluded (1574798 -> 1550839 rows). These are legacy source-comparison diagnostics, not primary calibrated full-grid probability metrics. Direct latitude/longitude coordinate features were excluded. Dropped climate variables from model inputs: tp.",
source_neural_era5_to_era5_available_no_tp,Best neural ERA5 -> ERA5 (no tp),completed_available_domain,Best neural checkpoint scored on retrospective ERA5 inputs.,0.38687852025032043,0.639774769758854,"Evaluated on ERA5-covered sampled case-control rows only (years 2021-2024, lat 40-75, lon 19-180). Rows without complete 128-day ERA5 lookback coverage for comparison climate variables (t2m, d2m, stl1) were excluded (1574798 -> 1550839 rows). These are legacy source-comparison diagnostics, not primary calibrated full-grid probability metrics. Direct latitude/longitude coordinate features were excluded. Dropped climate variables from model inputs: tp. Neural source rows use checkpoint `nn_global_full_spatial_tsn_no_tp`. The checkpoint is scored with the dynamic climate variables present in its training schema.",nn_global_full_spatial_tsn_no_tp
source_neural_era5_to_seas5_available_no_tp,Best neural ERA5 -> SEAS5/ECMWF (no tp),completed_available_domain,Best neural checkpoint scored with SEAS5/ECMWF climate inputs to measure source shift.,0.08513309806585312,0.4598754916835637,"Evaluated on ERA5-covered sampled case-control rows only (years 2021-2024, lat 40-75, lon 19-180). Rows without complete 128-day ERA5 lookback coverage for comparison climate variables (t2m, d2m, stl1) were excluded (1574798 -> 1550839 rows). These are legacy source-comparison diagnostics, not primary calibrated full-grid probability metrics. Direct latitude/longitude coordinate features were excluded. Dropped climate variables from model inputs: tp. Neural source rows use checkpoint `nn_global_full_spatial_tsn_no_tp`. The checkpoint is scored with the dynamic climate variables present in its training schema.",nn_global_full_spatial_tsn_no_tp
